date,likes,replies,retweets,source,tweet,sentiment
2013-01-24 21:11:46+00:00,0,0,1,TweetCaster for iOS,who hitting up metrolanes sunday.,"[{'label': 'neutral', 'score': 0.7981266975402832}]"
2013-01-24 19:46:11+00:00,0,0,2,TweetDeck,"metrolanes instagramsunday free bowling all night  follow  instagramsunday on ig new security, newmusicsunday, new vibe  4","[{'label': 'neutral', 'score': 0.6940659880638123}]"
2013-01-24 19:44:35+00:00,0,0,1,TweetDeck,"metrolanes instagramsunday free bowling all night  follow  instagramsunday on ig new security, newmusicsunday, new vibe  1","[{'label': 'neutral', 'score': 0.7349631190299988}]"
2013-01-24 18:00:55+00:00,0,0,0,TweetDeck,metrolanes instagramsunday free bowling all night  follow  instagramsunday on ig rt archivepromo  5,"[{'label': 'neutral', 'score': 0.7971524000167847}]"
2013-01-24 18:00:43+00:00,0,0,0,TweetDeck,metrolanes instagramsunday free bowling all night  follow  instagramsunday on ig rt archivepromo  4,"[{'label': 'neutral', 'score': 0.7992473840713501}]"
2013-01-24 18:00:31+00:00,0,1,1,TweetDeck,metrolanes instagramsunday free bowling all night  follow  instagramsunday on ig rt archivepromo  3,"[{'label': 'neutral', 'score': 0.8035262227058411}]"
2013-01-24 18:00:06+00:00,0,0,0,TweetDeck,metrolanes instagramsunday free bowling all night  follow  instagramsunday on ig rt archivepromo  2,"[{'label': 'neutral', 'score': 0.8089318871498108}]"
2013-01-24 17:59:51+00:00,0,0,1,TweetDeck,metrolanes instagramsunday free bowling all night  follow  instagramsunday on ig rt archivepromo  1,"[{'label': 'neutral', 'score': 0.8254953026771545}]"
2013-01-23 18:07:07+00:00,0,0,1,Tweetbot for iOS,kashspeak4me dm,"[{'label': 'neutral', 'score': 0.8160059452056885}]"
2013-01-23 17:56:15+00:00,0,0,1,Tweetbot for iOS,go follow buzzflightyear & check out his new musik ridethebeat ,"[{'label': 'neutral', 'score': 0.503115713596344}]"
2013-01-23 17:52:07+00:00,0,0,3,Tweetbot for iOS,yall go follow skypadwar check out his newmusic skypadwar  twisted single by archivent via soundcloud ,"[{'label': 'positive', 'score': 0.5879409909248352}]"
2013-01-23 17:50:46+00:00,1,0,0,Tweetbot for iOS,i need yall to go listen newmusic skypadwar  twisted single by archivent via soundcloud ,"[{'label': 'neutral', 'score': 0.5475901961326599}]"
2013-01-23 17:45:18+00:00,0,1,0,Tweetbot for iOS,yunglan send me some beats,"[{'label': 'neutral', 'score': 0.8242319226264954}]"
2013-01-23 17:44:48+00:00,4,5,1,Tweetbot for iOS,need some new beats send beats to skypadwargmail.com,"[{'label': 'neutral', 'score': 0.7421525716781616}]"
2013-01-23 17:37:07+00:00,0,2,1,Tweetbot for iOS,if you want to be on the promo team dm me right now.,"[{'label': 'neutral', 'score': 0.8256099224090576}]"
2013-01-23 17:31:41+00:00,0,0,0,TweetDeck,newmusic skypadwar  twisted single by archivent via soundcloud  1,"[{'label': 'neutral', 'score': 0.8306115865707397}]"
2013-01-22 23:11:33+00:00,0,0,1,Tweetbot for iOS,must follow skypadwar check out his new video everythangonme,"[{'label': 'positive', 'score': 0.917674720287323}]"
2013-01-22 22:50:12+00:00,0,0,1,TweetDeck,check out skypadwar video everythangonme  archiveoromo,"[{'label': 'neutral', 'score': 0.8213979005813599}]"
2013-01-22 22:46:34+00:00,0,1,15,TweetDeck,lil silk  buzzflightyear   ride the beat prod. djsuedesantanna  archivepromo,"[{'label': 'neutral', 'score': 0.8979698419570923}]"
2013-01-22 07:24:42+00:00,0,1,3,Tweetbot for iOS,have yall seen this new video by skypadwar  ,"[{'label': 'neutral', 'score': 0.8779263496398926}]"
2013-01-20 05:22:40+00:00,0,0,1,TweetDeck,archive ent,"[{'label': 'neutral', 'score': 0.8423615097999573}]"
2013-01-20 05:02:10+00:00,0,0,0,TweetDeck,saynomre skypadwar archivent ,"[{'label': 'neutral', 'score': 0.8359102606773376}]"
2013-01-20 05:01:39+00:00,0,0,0,TweetDeck,saynomre skypadwar archivent,"[{'label': 'neutral', 'score': 0.8256860971450806}]"
2013-01-20 04:13:41+00:00,1,0,1,Tweetbot for iOS,yall go watch this video right now skypadwar everything on me  official video ,"[{'label': 'positive', 'score': 0.6137122511863708}]"
2013-01-20 04:12:56+00:00,0,0,0,Tweetbot for iOS,rapstarpromo skypad war everything on me  official video ,"[{'label': 'neutral', 'score': 0.8374791145324707}]"
2013-01-20 03:30:14+00:00,1,0,0,Tweetbot for iOS,amorceloso come to dreamsatl tomorrow at metrolanes  skating  bowling   ..,"[{'label': 'neutral', 'score': 0.7554203271865845}]"
2013-01-20 03:29:45+00:00,1,0,0,Tweetbot for iOS,vivvvvvien come to dreamsatl tomorrow at metrolanes  skating  bowling   ..,"[{'label': 'neutral', 'score': 0.7408378720283508}]"
2013-01-20 02:38:16+00:00,0,0,13,Tweetbot for iOS,metrolanes tomorrow,"[{'label': 'neutral', 'score': 0.7548217177391052}]"
2013-01-20 02:24:15+00:00,0,1,0,Tweetbot for iOS,hollywoodflex bio,"[{'label': 'neutral', 'score': 0.7914240956306458}]"
2013-01-20 02:22:42+00:00,0,0,0,Tweetbot for iOS,sonnydigital bout to get on dez beats send me some heat,"[{'label': 'neutral', 'score': 0.6439364552497864}]"
2013-01-20 02:21:03+00:00,0,1,1,Tweetbot for iOS,support the movement an change your avi twisted skypadwar skypadwar ltltltltlt,"[{'label': 'neutral', 'score': 0.7400142550468445}]"
2013-01-19 23:23:27+00:00,0,0,0,Gremlin Social,np skypadwar  twisted single on soundcloud  ,"[{'label': 'neutral', 'score': 0.8579021692276001}]"
2013-01-18 23:37:23+00:00,0,0,1,TweetDeck,dreamsatl this sunday at metrolanes 18  free skating  free bowling  10 admission ,"[{'label': 'neutral', 'score': 0.6080553531646729}]"
2013-01-18 23:23:36+00:00,0,1,0,Gremlin Social,np skypadwar  twisted single on soundcloud  ,"[{'label': 'neutral', 'score': 0.8579021692276001}]"
2013-01-18 00:17:28+00:00,0,0,1,TweetDeck,dreamsatl mlk this sunday  metrolanes free skating  free bowling  10 admission doors open a 9 archivepromo 4x,"[{'label': 'neutral', 'score': 0.5855293869972229}]"
2013-01-18 00:16:46+00:00,0,1,0,TweetDeck,dreamsatl mlk this sunday  metrolanes free skating  free bowling  10 admission doors open a 9 archivepromo 3x,"[{'label': 'neutral', 'score': 0.5798230171203613}]"
2013-01-18 00:16:03+00:00,0,0,0,TweetDeck,dreamsatl mlk this sunday  metrolanes free skating  free bowling  10 admission doors open a 9 archivepromo 2x,"[{'label': 'neutral', 'score': 0.5865209698677063}]"
2013-01-18 00:00:24+00:00,0,0,1,TweetDeck,this sunday at metrolanes starring tesimontana >  unlimited bowling and skating all night,"[{'label': 'positive', 'score': 0.6009775996208191}]"
2013-01-17 23:23:38+00:00,0,0,2,Gremlin Social,np skypadwar  twisted single on soundcloud  ,"[{'label': 'neutral', 'score': 0.8579021692276001}]"
2013-01-17 23:01:31+00:00,0,1,1,TweetDeck,you might wanna be at metrolanes early its gone be jammed packed sunday archivepromo 2,"[{'label': 'positive', 'score': 0.6346834897994995}]"
2013-01-17 23:00:27+00:00,0,0,1,TweetDeck,you might wanna be at metrolanes early its gone be jammed packed sunday archivepromo 1,"[{'label': 'positive', 'score': 0.6277830600738525}]"
2013-01-17 23:00:24+00:00,0,0,1,TweetDeck,metrolanes sunday ... we bowling & skating for free  rt,"[{'label': 'neutral', 'score': 0.6675170063972473}]"
2013-01-17 22:59:52+00:00,0,1,3,TweetDeck,you might wanna be at metrolanes early its gone be jammed packed sunday archivepromo,"[{'label': 'positive', 'score': 0.644119143486023}]"
2013-01-17 22:38:22+00:00,0,1,2,TweetDeck,lil silk buzzflightyear  ride the beat prod. djsuedesantanna dl link in description  via youtube,"[{'label': 'neutral', 'score': 0.8880391716957092}]"
2013-01-17 22:36:04+00:00,1,0,1,TweetDeck,lil silk buzzflighyear  ride the beat prod. djsuedesantanna dl link in description  via youtube,"[{'label': 'neutral', 'score': 0.8876737356185913}]"
2013-01-17 17:40:58+00:00,0,1,0,TweetDeck,dreamsatl mlk this sunday  metrolanes 18 free bowling & free skating 10 admission rt rt rt,"[{'label': 'neutral', 'score': 0.6501182317733765}]"
2013-01-17 15:27:29+00:00,0,0,1,TweetDeck,archivepromo  new street single  twisted  by skypadwar   < tunein arcent twisted,"[{'label': 'neutral', 'score': 0.8895933032035828}]"
2013-01-17 01:17:14+00:00,0,0,1,TweetDeck,free skating & bowling sunday night only  metrolanes  mlkweekend  archivepromo instagramsunday x23,"[{'label': 'neutral', 'score': 0.8751063942909241}]"
2013-01-17 01:16:40+00:00,0,0,2,TweetDeck,free skating & bowling sunday night only  metrolanes  mlkweekend  archivepromo instagramsunday x22,"[{'label': 'neutral', 'score': 0.876738965511322}]"
2013-01-17 01:15:49+00:00,0,0,0,TweetDeck,free skating & bowling sunday night only  metrolanes  mlkweekend  archivepromo instagramsunday x21,"[{'label': 'neutral', 'score': 0.8757258653640747}]"
2013-01-17 01:10:19+00:00,0,0,0,TweetDeck,dreamsatl mlksunday at metrolanes 18  free skating  free bowling  10 admission doors open at 9 archivepromo,"[{'label': 'neutral', 'score': 0.6756733655929565}]"
2013-01-17 01:08:36+00:00,0,0,3,TweetDeck,this sunday the move in atlanta is metrolanes free bowling & free skating there will be plenty of alcohol no school or work on monday x1,"[{'label': 'positive', 'score': 0.8778695464134216}]"
2013-01-17 01:06:59+00:00,0,0,2,TweetDeck,this sunday the move in atlanta is metrolanes free bowling & free skating there will be plenty of alcohol no school or work on monday,"[{'label': 'positive', 'score': 0.8944907188415527}]"
2013-01-16 23:23:19+00:00,1,0,2,Gremlin Social,np skypadwar  twisted single on soundcloud  ,"[{'label': 'neutral', 'score': 0.8579021692276001}]"
2013-01-16 16:00:31+00:00,1,0,1,TweetCaster for iOS,dreamsatl mlk this sunday  metrolanes free skating  free bowling 10 admission doors open at 95,"[{'label': 'neutral', 'score': 0.6604363918304443}]"
2013-01-16 15:59:57+00:00,0,0,0,TweetCaster for iOS,dreamsatl mlk this sunday  metrolanes free skating  free bowling 10 admission doors open at 94,"[{'label': 'neutral', 'score': 0.660036563873291}]"
2013-01-16 15:56:58+00:00,0,0,0,TweetCaster for iOS,dreamsatl mlk this sunday  metrolanes free skating  free bowling 10 admission doors open at 93,"[{'label': 'neutral', 'score': 0.6641951203346252}]"
2013-01-16 15:56:35+00:00,0,0,0,TweetCaster for iOS,dreamsatl mlk this sunday  metrolanes free skating  free bowling 10 admission doors open at 92,"[{'label': 'neutral', 'score': 0.6599851846694946}]"
2013-01-16 15:56:15+00:00,0,0,2,TweetCaster for iOS,dreamsatl mlk this sunday  metrolanes free skating  free bowling 10 admission doors open at 91,"[{'label': 'neutral', 'score': 0.6634489893913269}]"
2013-01-16 00:00:22+00:00,1,0,0,TweetDeck,free skating & bowling sunday night only  metrolanes  mlkweekend  archivepromo instagramsunday,"[{'label': 'neutral', 'score': 0.8567380905151367}]"
2013-01-15 23:30:43+00:00,0,1,2,TweetDeck,metrolanes tell a friend mlkweekend  music by djtonee1 host twankbanks archivepromo x2 ,"[{'label': 'neutral', 'score': 0.7185491919517517}]"
2013-01-15 23:23:42+00:00,0,0,2,Gremlin Social,np skypadwar  twisted single on soundcloud  ,"[{'label': 'neutral', 'score': 0.8579021692276001}]"
2013-01-15 19:01:01+00:00,0,0,1,TweetDeck,free skating & bowling sunday night  metrolanes  mlkweekend  music by djtonee1 host twankbanks archivepromo x2 ,"[{'label': 'neutral', 'score': 0.5889309644699097}]"
2013-01-15 00:13:54+00:00,1,0,1,TweetDeck,dreamsatl mlkwkend  metrolanes 18 free skating  free bowling 10 admissionarchivepromo   ,"[{'label': 'neutral', 'score': 0.682814359664917}]"
2013-01-15 00:11:46+00:00,1,0,2,TweetDeck,dreamsatl mlkwkend  metrolanes 18 free skating  free bowling 10 admissionarchivepromo   ,"[{'label': 'neutral', 'score': 0.7271390557289124}]"
2013-01-15 00:06:27+00:00,0,0,0,TweetDeck,dreamsatl mlkwkend  metrolanes 18 free skating  free bowling 10 admissionarchivepromo,"[{'label': 'neutral', 'score': 0.7693268656730652}]"
2013-01-14 23:23:22+00:00,1,2,1,Gremlin Social,np skypadwar  twisted single on soundcloud  ,"[{'label': 'neutral', 'score': 0.8579021692276001}]"
2013-01-14 22:18:19+00:00,1,0,0,TweetDeck,dreamsatl mlk this sunday  metrolanes 18 free skating  free bowling 10 admissionarchivepromo  ,"[{'label': 'neutral', 'score': 0.5537500381469727}]"
2013-01-13 23:23:23+00:00,0,0,0,Gremlin Social,np skypadwar  twisted single on soundcloud  ,"[{'label': 'neutral', 'score': 0.8579021692276001}]"
2013-01-13 21:30:38+00:00,1,1,16,TweetDeck,the falcons won so im going to turn up at metro lanes tonight,"[{'label': 'positive', 'score': 0.8644454479217529}]"
2013-01-13 16:23:09+00:00,2,1,17,TweetDeck,the talk of the city tonight is finna be falcons & metrolanes the falcons are gonna win then we gon turn up for instagramsunday riseup,"[{'label': 'positive', 'score': 0.9554023146629333}]"
2013-01-13 16:11:35+00:00,0,0,0,TweetDeck,2nite its trizzyphlyte bday bash at metrolanes teamphylte performing live  archivepromo ,"[{'label': 'positive', 'score': 0.9012323021888733}]"
2013-01-13 16:10:21+00:00,0,0,2,TweetDeck,2nite its trizzyphlyte bday bash at metrolanes teamphylte performing live  archivepromo,"[{'label': 'positive', 'score': 0.503585159778595}]"
2013-01-13 15:16:12+00:00,0,3,25,TweetDeck,im tryna hit up metro lanes tonght,"[{'label': 'neutral', 'score': 0.7086618542671204}]"
2013-01-13 01:55:08+00:00,0,1,23,TweetDeck,im going to metro lanes tomorrow,"[{'label': 'positive', 'score': 0.6869727969169617}]"
2013-01-13 00:27:27+00:00,0,0,10,TweetDeck,everybody gettin twisted this sunday metrolanes definitely the move in the city on sunday night archivepromo,"[{'label': 'positive', 'score': 0.8682850003242493}]"
2013-01-12 23:23:25+00:00,0,0,0,Gremlin Social,np skypadwar  twisted single on soundcloud  ,"[{'label': 'neutral', 'score': 0.8579021692276001}]"
2013-01-12 22:03:27+00:00,1,2,1,Tweetbot for iOS,tynishachanteil where has youngthugworld been     gettin twisted down yo tl,"[{'label': 'neutral', 'score': 0.7325742244720459}]"
2013-01-12 20:28:52+00:00,0,0,0,TweetDeck,so 2 hrc teamphlyte jdboyz they at metrolanes tomorrow performing live archivepromo,"[{'label': 'positive', 'score': 0.7448312044143677}]"
2013-01-12 20:05:34+00:00,0,0,1,TweetDeck,we got the whole city talking about metrolanes archivepromo,"[{'label': 'neutral', 'score': 0.5838298797607422}]"
2013-01-12 19:50:33+00:00,0,0,4,TweetDeck,im definitely fallin through metrolanes to mess w hrc,"[{'label': 'negative', 'score': 0.5437405109405518}]"
2013-01-12 19:46:36+00:00,1,0,0,TweetDeck,"sunday we got super producer djplugg, trizzyphlyte & djtonee1 bday bash at metrolanes. turn up  ","[{'label': 'positive', 'score': 0.9012248516082764}]"
2013-01-12 18:43:50+00:00,0,0,26,TweetCaster for iOS,everybody needa be in metro lanes tomorrow,"[{'label': 'neutral', 'score': 0.6136829853057861}]"
2013-01-12 07:57:17+00:00,1,1,2,Tweetbot for iOS,listen sbskooly  twisted,"[{'label': 'neutral', 'score': 0.8767338395118713}]"
2013-01-12 07:53:05+00:00,1,0,0,Tweetbot for iOS,wakaflockabsm gotta here this shit twisted ,"[{'label': 'negative', 'score': 0.7539016008377075}]"
2013-01-12 07:47:41+00:00,0,0,4,Tweetbot for iOS,go listen to all my mixtapes and learn more about me gtgtgt  ,"[{'label': 'positive', 'score': 0.7707870602607727}]"
2013-01-12 07:41:03+00:00,5,0,3,Tweetbot for iOS,,"[{'label': 'neutral', 'score': 0.7946133613586426}]"
2013-01-12 07:40:32+00:00,10,0,21,Tweetbot for iOS,bitch think that i need her nop she got me twisted,"[{'label': 'negative', 'score': 0.5460988283157349}]"
2013-01-12 07:33:16+00:00,0,0,7,Tweetbot for iOS,break it down then stuff it in da blunt then i twisted,"[{'label': 'neutral', 'score': 0.8329983353614807}]"
2013-01-12 07:32:20+00:00,1,2,5,Tweetbot for iOS,twisted,"[{'label': 'neutral', 'score': 0.8247323632240295}]"
2013-01-12 07:31:13+00:00,21,3,18,Tweetbot for iOS,if molly workin an u still up that mean u twisted,"[{'label': 'neutral', 'score': 0.5503555536270142}]"
2013-01-12 07:24:37+00:00,0,1,6,Tweetbot for iOS,i came from nothing 3  via sharethis,"[{'label': 'neutral', 'score': 0.7917358875274658}]"
2013-01-12 07:17:26+00:00,0,1,1,Tweetbot for iOS,iluvit gtgtgtgt i came from nothing 2  via archivent,"[{'label': 'positive', 'score': 0.7898602485656738}]"
2013-01-12 07:14:49+00:00,1,1,2,Tweetbot for iOS,want the classics.... gtgtgtgt i came from nothing  via sharethis,"[{'label': 'neutral', 'score': 0.5247592926025391}]"
2013-01-11 23:23:40+00:00,0,0,1,Gremlin Social,np skypadwar  twisted single on soundcloud  ,"[{'label': 'neutral', 'score': 0.8579021692276001}]"
2013-01-11 18:26:03+00:00,3,2,31,TweetDeck,all my bloods twisted we a kross a nigga out blatt,"[{'label': 'neutral', 'score': 0.6252756714820862}]"
2013-01-11 18:16:56+00:00,0,3,16,TweetDeck,its the weekend time to get twisted,"[{'label': 'positive', 'score': 0.5608530640602112}]"
2013-01-10 23:23:23+00:00,0,1,2,Gremlin Social,np skypadwar  twisted single on soundcloud  ,"[{'label': 'neutral', 'score': 0.8579021692276001}]"
2013-01-10 19:00:06+00:00,1,0,2,TweetDeck,twisted twisted baby,"[{'label': 'positive', 'score': 0.7665436267852783}]"
2013-01-10 18:50:45+00:00,13,1,23,TweetDeck,im one blunt away from overdosing im twisted ohmagod ohmagodddddd twisted twisted,"[{'label': 'negative', 'score': 0.4248603284358978}]"
2013-01-10 18:49:38+00:00,16,1,25,TweetDeck,12 think they gon search my kar they got me twisted,"[{'label': 'negative', 'score': 0.8360756635665894}]"
2013-01-10 18:49:19+00:00,19,0,47,TweetDeck,that bitch think that i need her nope she got me twisted,"[{'label': 'negative', 'score': 0.91941237449646}]"
2013-01-09 23:23:21+00:00,0,1,2,Gremlin Social,np skypadwar  twisted single on soundcloud  ,"[{'label': 'neutral', 'score': 0.8579021692276001}]"
2013-01-09 18:11:54+00:00,0,1,2,TweetDeck,ttbeatz send lil bro buzzflightyear some heat,"[{'label': 'positive', 'score': 0.6444808840751648}]"
2013-01-09 01:10:00+00:00,0,0,10,TweetDeck,my lil bro buzzflightyear gotta lil show on the 20th i just might slide thru timeofyalife blat,"[{'label': 'positive', 'score': 0.8312485814094543}]"
2013-01-09 00:40:14+00:00,0,0,0,TweetDeck,lil silk buzzflightyear  ride the beat   listenasap,"[{'label': 'neutral', 'score': 0.8468806743621826}]"
2013-01-08 23:23:41+00:00,0,0,0,Gremlin Social,np skypadwar  twisted single on soundcloud  ,"[{'label': 'neutral', 'score': 0.8579021692276001}]"
2013-01-07 23:30:20+00:00,0,4,3,Tweetbot for iOS,djs hit me up,"[{'label': 'positive', 'score': 0.6339664459228516}]"
2013-01-07 23:23:21+00:00,1,1,0,Gremlin Social,np skypadwar  twisted single on soundcloud  ,"[{'label': 'neutral', 'score': 0.8579021692276001}]"
2013-01-06 23:23:31+00:00,0,0,1,Gremlin Social,np skypadwar  twisted single on soundcloud  ,"[{'label': 'neutral', 'score': 0.8579021692276001}]"
2013-01-05 23:24:58+00:00,0,0,3,Gremlin Social,np skypadwar  twisted single on soundcloud  ,"[{'label': 'neutral', 'score': 0.8579021692276001}]"
2013-01-04 23:24:33+00:00,0,0,0,Gremlin Social,np skypadwar  twisted single on soundcloud  ,"[{'label': 'neutral', 'score': 0.8579021692276001}]"
2013-01-04 02:29:50+00:00,0,0,2,TweetDeck,twistedthursdays skypadwar  twisted single on soundcloud   archivepromo,"[{'label': 'neutral', 'score': 0.8520580530166626}]"
2013-01-04 00:28:50+00:00,0,0,1,TweetDeck,listen skypadwar  twisted single by archivent via soundcloud  archivepromo,"[{'label': 'neutral', 'score': 0.8687041997909546}]"
2013-01-03 23:24:15+00:00,0,1,1,Gremlin Social,np skypadwar  twisted single on soundcloud  ,"[{'label': 'neutral', 'score': 0.8579021692276001}]"
2013-01-03 21:51:53+00:00,1,1,7,Tweetbot for iOS,music youngthugworld  wake up ilovemyplug  via ilovemyplug,"[{'label': 'neutral', 'score': 0.6625375151634216}]"
2013-01-03 18:37:35+00:00,0,0,0,iOS,look what i just found on soundcloud  ballonyall icfn,"[{'label': 'neutral', 'score': 0.5575406551361084}]"
2012-12-30 23:16:51+00:00,0,0,3,TweetDeck,"hella coppa , young cooley , skypad war & lil silk in the building tonight just to name a few metrolanes all ages welcomed doors open  9","[{'label': 'positive', 'score': 0.8774408102035522}]"
2012-12-30 22:52:01+00:00,1,2,14,TweetDeck,metro lanes tonight doors open at 9 special invited celebrity guests we need the whole city holupn for the last sunday of they year,"[{'label': 'positive', 'score': 0.610019326210022}]"
2012-12-30 15:39:09+00:00,2,1,7,Tweetbot for iOS,skypadwar twisted single on soundcloud  ,"[{'label': 'neutral', 'score': 0.8585198521614075}]"
2012-12-30 07:17:46+00:00,0,0,0,Tweetbot for iOS,skypadwar twisted single on soundcloud  clubbanger rt & dl,"[{'label': 'neutral', 'score': 0.8661236763000488}]"
2012-12-28 14:29:13+00:00,0,0,1,Tweetbot for iOS,go follow the homie skypadwar twisted nuffsaid,"[{'label': 'positive', 'score': 0.7083422541618347}]"
2012-12-18 14:52:45+00:00,0,2,0,TweetDeck,lol laughing out loud by emmanuel & phillip hudson  dropped today on itunes,"[{'label': 'positive', 'score': 0.670246958732605}]"
2012-12-17 02:44:23+00:00,0,2,2,TweetDeck,you need to be making your way to metrolanes for kosher bday bash 2,"[{'label': 'neutral', 'score': 0.7293712496757507}]"
2012-12-17 02:40:01+00:00,0,1,1,TweetDeck,you need to be making your way to metrolanes for kosher bday bash,"[{'label': 'neutral', 'score': 0.6997958421707153}]"
2012-12-16 18:24:43+00:00,0,2,4,TweetDeck,instagramsundays instagramsunday go follow them on instagram,"[{'label': 'positive', 'score': 0.8166424632072449}]"
2012-12-15 19:01:02+00:00,0,2,8,TweetDeck,kosher celebrity birthday bash instagramsunday metrolanes doors open at 9 hosted by imghettobarbie  18,"[{'label': 'neutral', 'score': 0.6601517796516418}]"
2012-12-12 00:15:58+00:00,0,3,5,Tweetbot for iOS,emmanuel hudson birthday bash instagramsunday metrolanes  via youtube,"[{'label': 'neutral', 'score': 0.6979534029960632}]"
2012-12-11 03:57:15+00:00,0,1,1,TweetDeck,birthdaybash for emmanuel hudson aka kosher sheratchetsunday at instagramsunday at metrolanes.  6,"[{'label': 'positive', 'score': 0.5421126484870911}]"
2012-12-10 02:17:29+00:00,1,1,9,TweetDeck,"hol up  folks talm bout metro lanes the move tonight . well , change of plans ","[{'label': 'neutral', 'score': 0.8366649746894836}]"
2012-12-08 13:55:51+00:00,0,1,3,TweetDeck,metro lanes sunday turnup,"[{'label': 'neutral', 'score': 0.7598010897636414}]"
2012-12-02 23:34:15+00:00,0,1,12,TweetDeck,instagramsunday tonight doors open  9pm metrolanes on 1959 metropolitan pkwy. free bowling all night  000,"[{'label': 'neutral', 'score': 0.714387059211731}]"
2012-12-02 17:11:40+00:00,0,2,9,TweetDeck,check out how we do it each and every sunday 2000 lastsunday instagramsunday metrolanes  via youtube,"[{'label': 'positive', 'score': 0.6932432055473328}]"
2012-11-24 03:41:27+00:00,0,3,1,Tweetbot for iOS,instagramsundays be there,"[{'label': 'positive', 'score': 0.5025500059127808}]"
2012-11-20 13:10:39+00:00,0,1,4,TweetDeck,instagramsunday metrolanes bowling alley richhomiequan ampamp  liltonymdc nov. 25th  movie 5,"[{'label': 'neutral', 'score': 0.9325367212295532}]"
2012-10-25 13:56:07+00:00,2,6,24,Twitter for Websites,young thug  youngthugworld  my life ft rocko4real & playa  via youtube,"[{'label': 'neutral', 'score': 0.8797661662101746}]"
2012-09-17 18:48:09+00:00,1,13,32,Gremlin Social,you gotta salute the djs they take the time to spin our musik in the mix. musik101,"[{'label': 'positive', 'score': 0.7713610529899597}]"
2012-09-17 18:21:59+00:00,1,2,2,TweetDeck,"atlanta casting call this wednesday for ladies, email your headshot and full body pictures to archivemodelsgmail.com w contact info.","[{'label': 'neutral', 'score': 0.871938943862915}]"
2012-09-17 17:45:23+00:00,0,0,6,Gremlin Social,mixtape youngthugworld  i came from nothing  get it live  indytapes swampizzo,"[{'label': 'neutral', 'score': 0.8477389216423035}]"
2012-09-17 17:15:23+00:00,1,2,2,Gremlin Social,youngthugworld & sbskooly  way by archivent via soundcloud ,"[{'label': 'neutral', 'score': 0.9124835133552551}]"
2012-09-17 16:47:12+00:00,1,1,13,Gremlin Social,congrats dj swamp izzo & young thug i came from nothing 2 5 on mtv top 5 mixtapes of the year ,"[{'label': 'positive', 'score': 0.9664229154586792}]"
2012-09-17 16:40:16+00:00,0,0,1,Gremlin Social,mixtape youngthugworld  i came from nothing 2  get it live  indytapes swampizzo,"[{'label': 'neutral', 'score': 0.8434622287750244}]"
2012-09-17 16:32:13+00:00,1,0,4,Gremlin Social,mixtape youngthugworld  i came from nothing 3  get it live  livemixtapes swampizzo,"[{'label': 'neutral', 'score': 0.8224883675575256}]"
2012-09-17 16:30:29+00:00,0,0,1,Gremlin Social,salute the label subscribe today. gtgtgt ,"[{'label': 'positive', 'score': 0.5100563764572144}]"
2012-09-17 15:12:37+00:00,0,1,2,Twitter for Mac,1johnnycinco gotta give to em...,"[{'label': 'neutral', 'score': 0.770198404788971}]"
2012-09-17 14:36:37+00:00,8,3,66,Twitter for iPhone,b.i.p to the big fool spazz,"[{'label': 'negative', 'score': 0.6085662245750427}]"
2012-09-17 12:55:04+00:00,1,1,3,Echofon,for booking and more info email archivebookinggmail.com or contact bobbyexpress at 4048045579 .,"[{'label': 'neutral', 'score': 0.8715099096298218}]"
2012-09-17 12:32:10+00:00,0,1,6,Gremlin Social,congrats dj swamp izzo & young thug i came from nothing 2 5 on mtv top 5 mixtapes of the year  via archivent,"[{'label': 'positive', 'score': 0.9646222591400146}]"
2012-09-17 09:37:42+00:00,0,2,3,Echofon,for booking and more info email archivebookinggmail.com or contact bobbyexpress at 4048045579,"[{'label': 'neutral', 'score': 0.8525792360305786}]"
2012-09-17 09:02:15+00:00,1,1,2,Echofon,instagram youngthugworld,"[{'label': 'neutral', 'score': 0.858543872833252}]"
2012-09-17 08:06:24+00:00,10,1,9,Twitter for iPhone,oh my god,"[{'label': 'positive', 'score': 0.7391664385795593}]"
2012-09-17 07:48:16+00:00,1,2,16,iOS,"np 08. yung booke  cant complain feat. young t..,  livemixtapesapp ","[{'label': 'neutral', 'score': 0.9000496864318848}]"
2012-09-17 07:45:36+00:00,0,1,0,Twitter for iPhone,youngstebo youngthugworld epicwy bro,"[{'label': 'neutral', 'score': 0.7376393675804138}]"
2012-09-17 07:45:13+00:00,3,0,4,iOS,"np 04. young thug  eat u alive 336,  livemixtapesapp ","[{'label': 'neutral', 'score': 0.8751760721206665}]"
2012-09-17 07:44:17+00:00,3,0,11,Echofon,dont ball my phone if it aint bout features,"[{'label': 'neutral', 'score': 0.5329248905181885}]"
2012-09-17 07:26:34+00:00,6,3,4,iOS,"np 07. young thug  keep going feat. cash out 254,  livemixtapesapp ","[{'label': 'neutral', 'score': 0.8734558820724487}]"
2012-09-17 07:06:52+00:00,57,0,18,iOS,"np 05. young thug  whos on top fe..,  livemixtapesapp ","[{'label': 'neutral', 'score': 0.8679382801055908}]"
2012-09-17 05:26:21+00:00,15,5,21,Twitter for Mac,true blood gonna be a fool...,"[{'label': 'negative', 'score': 0.8308293223381042}]"
2012-09-17 04:48:04+00:00,104,2,116,TweetDeck,if you want somethin in this life you gotta go out n get it nothing comes for free.,"[{'label': 'neutral', 'score': 0.4849912226200104}]"
