date,likes,replies,retweets,source,tweet,sentiment,ai_reply
2012-07-03 08:09:23+00:00,0,0,4,Twitter for Websites,young thug  i came from nothing 3  dj swamp izzo  blattt,"[{'label': 'neutral', 'score': 0.920446515083313}]","Conversation id: 9de0317b-4052-480d-b55d-9c701c120610 
user >> young thug  i came from nothing 3  dj swamp izzo  blattt 
bot >> I'm a thug, I'm a thug, I'm a thug, I'm a thug, I'm a thug, I'm a thug, I'm a thug, I'm a thug, I'm a thug, I'm a thug, I'm a thug 
"
2012-07-03 08:07:19+00:00,0,0,0,Twitter Web Client,dj5150br nf fb,"[{'label': 'neutral', 'score': 0.8758274912834167}]","Conversation id: 3ff6f748-4685-4913-b207-97f5d58bd190 
user >> dj5150br nf fb 
bot >> I'll add you when I get home 
"
2012-07-03 08:06:42+00:00,0,1,1,Twitter Web Client,amourjanea go to  the countdown has already begun.,"[{'label': 'neutral', 'score': 0.8314523100852966}]","Conversation id: e140d835-3784-456e-8bda-0ce0c82e27df 
user >> amourjanea go to  the countdown has already begun. 
bot >> I'm not sure if I should be happy or sad that I'm not the only one who thought this. 
"
2012-07-03 08:06:05+00:00,0,0,2,Twitter Web Client,mixtape youngthugworld  i came from nothing 3  coming soon  livemixtapes swampizzo ltltlt,"[{'label': 'neutral', 'score': 0.792198121547699}]","Conversation id: fc4642c5-2869-4a3f-b402-5e990109e8a3 
user >> mixtape youngthugworld  i came from nothing 3  coming soon  livemixtapes swampizzo ltltlt 
bot >> I'm not sure if you're serious or not, but I love your username. 
"
2012-07-03 08:05:41+00:00,13,3,5,Twitter Web Client,leave your twitter name in the 5omment box on my livemixtapes page and i will followbakk blattt,"[{'label': 'neutral', 'score': 0.5443709492683411}]","Conversation id: 258e4141-c094-4da8-950d-140b2710d6dc 
user >> leave your twitter name in the 5omment box on my livemixtapes page and i will followbakk blattt 
bot >> I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure. 
"
2012-07-03 08:04:35+00:00,0,1,2,Twitter for Websites,mixtape youngthugworld  i came from nothing 3  coming soon  livemixtapes swampizzo,"[{'label': 'neutral', 'score': 0.8003236055374146}]","Conversation id: 942a2bb9-98ae-4991-8fb2-79a6e18eda19 
user >> mixtape youngthugworld  i came from nothing 3  coming soon  livemixtapes swampizzo 
bot >> I'm not sure if you're serious or not, but I'm pretty sure that's a joke. 
"
2012-07-03 05:52:00+00:00,1,3,6,Echofon,mixtape youngthugworld  i came from nothing 2  get it live  livemixtapes swampizzo,"[{'label': 'neutral', 'score': 0.8409665822982788}]","Conversation id: 56e21053-f1f1-4653-ad48-23a0bc71212b 
user >> mixtape youngthugworld  i came from nothing 2  get it live  livemixtapes swampizzo 
bot >> I'm not sure if you're serious or not, but I'm pretty sure that's a joke. 
"
2012-07-03 02:43:00+00:00,0,1,0,Echofon,2 fa 1jamaino,"[{'label': 'neutral', 'score': 0.8706134557723999}]","Conversation id: d88a76b7-7b09-4067-ba9d-7869a64522b1 
user >> 2 fa 1jamaino 
bot >> 1jamaino 1j 
"
2012-07-03 02:42:46+00:00,1,0,6,Echofon,1 fa da money,"[{'label': 'neutral', 'score': 0.6412479281425476}]","Conversation id: 701054ac-9eb1-42de-bf14-2fb398db1e2a 
user >> 1 fa da money 
bot >> I'm not sure if you're serious or not, but I'm going to assume you're serious. 
"
2012-07-03 02:29:12+00:00,0,2,2,TweetDeck,youngthugworld icfn3 mixtape release party hosted by swampizzo  obsessions obsessions obsessions obsessions 2,"[{'label': 'neutral', 'score': 0.824055016040802}]","Conversation id: 0760c728-b23f-499b-a8b1-bdedab8c65b7 
user >> youngthugworld icfn3 mixtape release party hosted by swampizzo  obsessions obsessions obsessions obsessions 2 
bot >> I'm in 
"
2012-07-03 02:28:56+00:00,0,0,2,TweetDeck,youngthugworld icfn3 mixtape release party hosted by swampizzo  obsessions obsessions obsessions obsessions 1,"[{'label': 'neutral', 'score': 0.8308455348014832}]","Conversation id: 0b2edb86-9482-4d74-a6b9-661c2919ec4b 
user >> youngthugworld icfn3 mixtape release party hosted by swampizzo  obsessions obsessions obsessions obsessions 1 
bot >> I'm in 
"
2012-07-03 02:28:40+00:00,0,0,2,TweetDeck,youngthugworld icfn3 mixtape release party hosted by swampizzo  obsessions obsessions obsessions obsessions,"[{'label': 'neutral', 'score': 0.8068649768829346}]","Conversation id: 3e98e08d-30c6-4642-a1fe-3c50a891a6f1 
user >> youngthugworld icfn3 mixtape release party hosted by swampizzo  obsessions obsessions obsessions obsessions 
bot >> I'm in 
"
2012-07-03 02:27:42+00:00,0,0,2,TweetDeck,youngthugworld icfn3 mixtape release party hosted by swampizzo  via archivent twankbanks iamstarter 1jayyoung 3,"[{'label': 'neutral', 'score': 0.8796255588531494}]","Conversation id: 67ca45b6-97d2-4337-9d56-4babc8f2a1a7 
user >> youngthugworld icfn3 mixtape release party hosted by swampizzo  via archivent twankbanks iamstarter 1jayyoung 3 
bot >> I'm in 
"
2012-07-03 02:18:28+00:00,0,0,1,TweetDeck, livemixtapes the klo5k is ti5king,"[{'label': 'positive', 'score': 0.641895055770874}]","Conversation id: f8e0b58b-6a7e-40b6-a6b8-49a3e2d3e2ad 
user >>  livemixtapes the klo5k is ti5king 
bot >> I'm not sure if you're serious, but I'm pretty sure that's a joke. 
"
2012-07-03 01:56:35+00:00,0,0,2,TweetDeck,contact 1jayyoung for rsvp for obsessions for the 4th of july.,"[{'label': 'neutral', 'score': 0.8558630347251892}]","Conversation id: bc5f60f6-79f3-44d0-b267-f627bd4bbdee 
user >> contact 1jayyoung for rsvp for obsessions for the 4th of july. 
bot >> I'll do that, thanks! 
"
2012-07-03 01:17:55+00:00,1,0,4,TweetDeck,ltlt4th of julygtgt young thug mixtape release party obsessions 4525 glenwood  rd ladies free till 12am 18ampup  7,"[{'label': 'neutral', 'score': 0.8654740452766418}]","Conversation id: 79f48035-b0a4-4eab-907f-600a2bf8fd3b 
user >> ltlt4th of julygtgt young thug mixtape release party obsessions 4525 glenwood  rd ladies free till 12am 18ampup  7 
bot >> I'm in. 
"
2012-07-03 01:17:38+00:00,0,0,3,TweetDeck,ltlt4th of julygtgt young thug mixtape release party obsessions 4525 glenwood  rd ladies free till 12am 18ampup  6,"[{'label': 'neutral', 'score': 0.8654346466064453}]","Conversation id: f414ddc7-c3ab-42c9-bd86-d391c1d57d4d 
user >> ltlt4th of julygtgt young thug mixtape release party obsessions 4525 glenwood  rd ladies free till 12am 18ampup  6 
bot >> I'm in. 
"
2012-07-03 01:17:11+00:00,0,0,4,TweetDeck,ltlt4th of julygtgt young thug mixtape release party obsessions 4525 glenwood  rd ladies free till 12am 18ampup  5,"[{'label': 'neutral', 'score': 0.8642657995223999}]","Conversation id: b39ac5c4-530a-487a-8014-19b87476299a 
user >> ltlt4th of julygtgt young thug mixtape release party obsessions 4525 glenwood  rd ladies free till 12am 18ampup  5 
bot >> I'm in. 
"
2012-07-03 01:16:47+00:00,0,0,1,TweetDeck,ltlt4th of julygtgt young thug mixtape release party obsessions 4525 glenwood  rd ladies free till 12am 18ampup  4,"[{'label': 'neutral', 'score': 0.8626810908317566}]","Conversation id: a2fe162a-b6dd-4357-8f99-ea31c35ce8bb 
user >> ltlt4th of julygtgt young thug mixtape release party obsessions 4525 glenwood  rd ladies free till 12am 18ampup  4 
bot >> I'm in. 
"
2012-07-03 01:14:38+00:00,0,0,2,TweetDeck,ltlt4th of julygtgt young thug mixtape release party obsessions 4525 glenwood  rd ladies free till 12am 18ampup  3,"[{'label': 'neutral', 'score': 0.8640878200531006}]","Conversation id: 87d19dc0-b7bd-41b9-b18b-2aecad4b4ac2 
user >> ltlt4th of julygtgt young thug mixtape release party obsessions 4525 glenwood  rd ladies free till 12am 18ampup  3 
bot >> I'm in. 
"
2012-07-03 01:14:17+00:00,0,0,3,TweetDeck,ltlt4th of julygtgt young thug mixtape release party obsessions 4525 glenwood  rd ladies free till 12am 18ampup  2,"[{'label': 'neutral', 'score': 0.8644855618476868}]","Conversation id: 058792df-22d7-408d-b31e-34e25cd6302d 
user >> ltlt4th of julygtgt young thug mixtape release party obsessions 4525 glenwood  rd ladies free till 12am 18ampup  2 
bot >> I'm in. 
"
2012-07-03 01:13:19+00:00,0,1,1,TweetDeck,ltlt4th of julygtgt young thug mixtape release party obsessions 4525 glenwood  rd ladies free till 12am 18ampup  1,"[{'label': 'neutral', 'score': 0.8649923205375671}]","Conversation id: f6faf0f2-a3c4-4f0a-8f0f-c20980292fd1 
user >> ltlt4th of julygtgt young thug mixtape release party obsessions 4525 glenwood  rd ladies free till 12am 18ampup  1 
bot >> I'm in. 
"
2012-07-03 01:09:50+00:00,0,2,0,Twitter for iPhone,follow my instagram youngthugworld now now now,"[{'label': 'neutral', 'score': 0.536016583442688}]","Conversation id: 985fc569-f3d0-4e06-855b-73f4cb8c68be 
user >> follow my instagram youngthugworld now now now 
bot >> I'm following you back 
"
2012-07-03 01:01:01+00:00,0,0,3,TweetDeck,salute rt tagteamleak so to youngthugworld that youngn doin his thang. from stl to atl icfn3,"[{'label': 'positive', 'score': 0.7718750238418579}]","Conversation id: b602ea41-4534-4921-897d-69b4837182a8 
user >> salute rt tagteamleak so to youngthugworld that youngn doin his thang. from stl to atl icfn3 
bot >> I'm not sure if you're serious or not, but I'm going to upvote you anyway. 
"
2012-07-03 00:53:10+00:00,0,0,0,TweetDeck,futurefame non of that,"[{'label': 'neutral', 'score': 0.6419745087623596}]","Conversation id: 820e1f77-b376-46bc-a2d5-e7a9979403c0 
user >> futurefame non of that 
bot >> I'm not sure what you mean by that. 
"
2012-07-03 00:50:53+00:00,0,2,1,TweetDeck,reallilscrappy 4th of july my mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there,"[{'label': 'positive', 'score': 0.7475032806396484}]","Conversation id: d106f4a2-c55f-4e8c-bdee-17a3a9db514e 
user >> reallilscrappy 4th of july my mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there 
bot >> I'm in 
"
2012-07-03 00:49:21+00:00,0,0,1,TweetDeck,freddyo 4th of july my mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there,"[{'label': 'positive', 'score': 0.734271228313446}]","Conversation id: 9745e095-3a31-4a71-aaf6-49b0dcb772ea 
user >> freddyo 4th of july my mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there 
bot >> I'm in 
"
2012-07-03 00:38:29+00:00,0,1,0,Twitter for iPhone,ro5j youngthugworld wazzamwhat up blood,"[{'label': 'neutral', 'score': 0.8607538342475891}]","Conversation id: 978744fe-bf62-46cc-a78a-77e4de191c48 
user >> ro5j youngthugworld wazzamwhat up blood 
bot >> I'm not sure if you're serious or not, but I'm pretty sure that's not a real person. 
"
2012-07-03 00:34:51+00:00,0,2,6,Twitter for iPhone,r.i.p to my lil homie nikk,"[{'label': 'positive', 'score': 0.5889022946357727}]","Conversation id: 5e7c5f27-05a6-4c77-90a6-5734d6f50501 
user >> r.i.p to my lil homie nikk 
bot >> I'm sorry for your loss. 
"
2012-07-03 00:34:04+00:00,0,0,0,TweetDeck,cateyered 4th of july my mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there,"[{'label': 'positive', 'score': 0.7290769815444946}]","Conversation id: 53185976-d87f-4c2f-b34b-da76a09d49e6 
user >> cateyered 4th of july my mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there 
bot >> I'm in 
"
2012-07-03 00:33:19+00:00,0,0,0,TweetDeck,suckmytats 4th of july my mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there,"[{'label': 'positive', 'score': 0.6120510101318359}]","Conversation id: 641fef67-4dee-48c2-86a4-8f2f166ffbe5 
user >> suckmytats 4th of july my mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there 
bot >> I'm in 
"
2012-07-03 00:33:04+00:00,0,0,1,TweetDeck,newyorknative 4th of july my mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there,"[{'label': 'positive', 'score': 0.6930301785469055}]","Conversation id: d330a1f0-855d-43d1-aae6-b01b0153a069 
user >> newyorknative 4th of july my mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there 
bot >> I'm in 
"
2012-07-03 00:31:17+00:00,0,0,1,TweetDeck,conceitedbeauty 4th of july youngthugworld mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there,"[{'label': 'positive', 'score': 0.5917029976844788}]","Conversation id: e21d6317-220e-44ad-9965-d05756f4ee90 
user >> conceitedbeauty 4th of july youngthugworld mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there 
bot >> I'm in 
"
2012-07-02 23:55:34+00:00,0,0,1,TweetDeck,ulustkimmy  4th of july youngthugworld mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there,"[{'label': 'positive', 'score': 0.5013726353645325}]","Conversation id: c97c4b15-e41f-433e-ab36-6b7fcfb13b25 
user >> ulustkimmy  4th of july youngthugworld mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there 
bot >> I'm in 
"
2012-07-02 23:54:55+00:00,0,0,0,TweetDeck,nzurineema  4th of july youngthugworld mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there,"[{'label': 'positive', 'score': 0.5022619962692261}]","Conversation id: 28e01a1a-66c5-449b-8c4c-3e237b1d0c60 
user >> nzurineema  4th of july youngthugworld mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there 
bot >> I'm in 
"
2012-07-02 23:52:45+00:00,0,1,0,TweetDeck,lifesizedoll5  4th of july youngthugworld mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there,"[{'label': 'positive', 'score': 0.5728452801704407}]","Conversation id: 72cb1fbd-9aa9-40bb-b290-d5339592379f 
user >> lifesizedoll5  4th of july youngthugworld mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there 
bot >> I'm in 
"
2012-07-02 23:52:02+00:00,2,0,2,TweetDeck,teamneka you comin to my party,"[{'label': 'neutral', 'score': 0.9054796695709229}]","Conversation id: b932db64-4e0c-491c-b471-29760e48ea30 
user >> teamneka you comin to my party 
bot >> I'm not sure if you're serious or not, but I'm going to assume you're serious. 
"
2012-07-02 23:50:16+00:00,0,0,0,TweetDeck,teamneka  4th of july youngthugworld mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there,"[{'label': 'neutral', 'score': 0.5262796878814697}]","Conversation id: a482b8f1-2d4b-4d26-a9ac-e0c0bc6117bc 
user >> teamneka  4th of july youngthugworld mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there 
bot >> I'm in 
"
2012-07-02 23:50:00+00:00,0,0,1,TweetDeck,explicittaste  4th of july my mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there,"[{'label': 'positive', 'score': 0.6336957216262817}]","Conversation id: 4bb6c5d0-dc62-43b7-8b9e-e0f75bb3012a 
user >> explicittaste  4th of july my mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there 
bot >> I'm in 
"
2012-07-02 23:48:54+00:00,0,0,1,TweetDeck,iamtwerk 4th of july youngthugworld mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there,"[{'label': 'positive', 'score': 0.5359093546867371}]","Conversation id: 7f9beab2-3130-4b09-9abb-e88d62f9a982 
user >> iamtwerk 4th of july youngthugworld mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there 
bot >> I'm in 
"
2012-07-02 23:17:00+00:00,0,0,1,TweetDeck,4th of july youngthugworld mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there  1,"[{'label': 'neutral', 'score': 0.608245849609375}]","Conversation id: aa72d512-8ea8-4a77-8dcb-1efe54653497 
user >> 4th of july youngthugworld mixtape party obsessions 4525 glenwood rd ladies free till 12am icfn3 be there  1 
bot >> I'm in 
"
2012-07-02 23:12:50+00:00,0,0,4,TweetDeck,the is city buzzing about obsessions july4th 4 youngthugworld mixtape release party archivent livemixtapes 1,"[{'label': 'neutral', 'score': 0.5368491411209106}]","Conversation id: c1265d92-d474-4c61-8a80-731ac7c180d1 
user >> the is city buzzing about obsessions july4th 4 youngthugworld mixtape release party archivent livemixtapes 1 
bot >> I'm so excited for this. 
"
2012-07-02 20:33:29+00:00,0,2,0,Twitter for iPhone,im ridin around with youngstebo ain talkin bout nash,"[{'label': 'neutral', 'score': 0.7895485758781433}]","Conversation id: 0c4ff998-4c34-4fcc-b157-23fe61de5dd9 
user >> im ridin around with youngstebo ain talkin bout nash 
bot >> I'm not a rapper 
"
2012-07-02 20:27:01+00:00,1,0,2,Instagram,blatt ,"[{'label': 'neutral', 'score': 0.8058097958564758}]","Conversation id: 1dca8745-0658-4ba1-8daf-1d1bb5d89ade 
user >> blatt  
bot >> Blatt is a good coach. 
"
2012-07-02 20:00:14+00:00,1,1,14,Twitter for iPhone,who needs a life when a life kan be tookn,"[{'label': 'neutral', 'score': 0.5914438962936401}]","Conversation id: 8fccbee4-5546-4d7f-a55d-e53d8ef8f44f 
user >> who needs a life when a life kan be tookn 
bot >> I'm not sure if you're serious or not, but I'm going to upvote you anyway. 
"
2012-07-02 16:57:50+00:00,0,0,2,Tumblr,young thug  i came from nothing 3  dj swamp izzo ,"[{'label': 'neutral', 'score': 0.9090204238891602}]","Conversation id: e26e3c6a-42f5-4ca3-8149-56eda9fc5652 
user >> young thug  i came from nothing 3  dj swamp izzo  
bot >> I'm a big fan of the song, but I don't think it's a good song to start with. 
"
2012-07-02 16:57:37+00:00,0,0,4,Facebook,young thug  i came from nothing 3  dj swamp izzo ,"[{'label': 'neutral', 'score': 0.9125275015830994}]","Conversation id: e00fe937-dda0-4ef1-a743-f6bb3e0b9fef 
user >> young thug  i came from nothing 3  dj swamp izzo  
bot >> I'm a big fan of the song, but I don't think it's a good song to start with. 
"
2012-07-02 16:56:03+00:00,0,1,25,Facebook,two days away from icfn3,"[{'label': 'neutral', 'score': 0.7454506158828735}]","Conversation id: fd52b5fd-afd6-44f6-b7a2-a20ee1ddbfdf 
user >> two days away from icfn3 
bot >> I'm going to be there in a few days. 
"
2012-07-02 16:49:44+00:00,0,0,3,Facebook,it goes down on the 4th ,"[{'label': 'neutral', 'score': 0.9384479522705078}]","Conversation id: b2f7625f-11fc-4094-a83e-932031615298 
user >> it goes down on the 4th  
bot >> I'm not sure what you mean by that. 
"
2012-07-02 06:45:52+00:00,21,12,35,Twitter Web Client,thinking about doing a remix to chiefkeef i dont like what yall think,"[{'label': 'neutral', 'score': 0.897991955280304}]","Conversation id: 1064b10f-1fd9-4b96-b2f0-ca974112b2e7 
user >> thinking about doing a remix to chiefkeef i dont like what yall think 
bot >> I think it's a good remix, but I think it's a little too long. 
"
2012-07-02 06:18:37+00:00,0,1,0,Twitter for iPhone,youngstebo youngthugworld wy lil bruhbleveland wy,"[{'label': 'neutral', 'score': 0.9092305898666382}]","Conversation id: 057f9377-c7b8-47e8-9079-7d52cfb35229 
user >> youngstebo youngthugworld wy lil bruhbleveland wy 
bot >> I'm not sure if you're serious or not, but I'm going to upvote you anyway. 
"
2012-07-02 06:10:44+00:00,0,1,0,Twitter for iPhone,youngstebo they playing with the prices so imma change emdont do it,"[{'label': 'negative', 'score': 0.7843768000602722}]","Conversation id: 278f3c60-1957-495b-9941-6279b110c1a5 
user >> youngstebo they playing with the prices so imma change emdont do it 
bot >> I'm not sure if you're serious or not, but I'm pretty sure that's a joke. 
"
2012-07-02 06:09:36+00:00,25,3,36,Twitter for iPhone,get off my tl. with that too good shit monkey ass hoe,"[{'label': 'negative', 'score': 0.9265678524971008}]","Conversation id: c3d3dfb0-0119-4eb4-ab9b-a0b4f01503e4 
user >> get off my tl. with that too good shit monkey ass hoe 
bot >> I'm sorry, I'm not a monkey. 
"
2012-07-02 04:05:02+00:00,0,1,1,Twitter for iPhone,i heard they up  cascade goin in so 2  bobbyexpress skypadwar iamstarter twankbanks 1jayyoung  follow them right now icfn3,"[{'label': 'positive', 'score': 0.6047927141189575}]","Conversation id: 6472e079-bdf8-4e89-94d9-5983c86a93d9 
user >> i heard they up  cascade goin in so 2  bobbyexpress skypadwar iamstarter twankbanks 1jayyoung  follow them right now icfn3 
bot >> I'm not sure if you're serious or not, but I'm going to upvote you just to be sure. 
"
2012-07-02 02:52:04+00:00,0,0,0,Socialcam,grown haiti  by young thug  ,"[{'label': 'neutral', 'score': 0.7997617125511169}]","Conversation id: 0db1bed5-c233-4704-a36d-74a957603d95 
user >> grown haiti  by young thug   
bot >> I'm not sure if you're serious, but I'm pretty sure that's a reference to the song Born to Run by Young Thug. 
"
2012-07-02 02:23:58+00:00,0,0,1,Echofon,for booking for clubs parties etc contact 404 804 5579 bobbyexpress or archivebookinggmail.com,"[{'label': 'neutral', 'score': 0.8977594971656799}]","Conversation id: 6790c3c1-66bb-4a48-9f92-5d6b7f110f61 
user >> for booking for clubs parties etc contact 404 804 5579 bobbyexpress or archivebookinggmail.com 
bot >> Thanks, I'll try that. 
"
2012-07-02 02:22:26+00:00,0,0,0,Echofon,for booking for back2schooltour  contact bobbyexpress 404 804 5579 or archivebookinggmail.com,"[{'label': 'neutral', 'score': 0.8748060464859009}]","Conversation id: 5cd3c6eb-a1f4-416a-a4c9-7bcb3a975e4a 
user >> for booking for back2schooltour  contact bobbyexpress 404 804 5579 or archivebookinggmail.com 
bot >> Thanks, I'll try that. 
"
2012-07-02 01:45:45+00:00,0,2,17,Twitter for iPhone,nat nat let me through,"[{'label': 'positive', 'score': 0.8281252384185791}]","Conversation id: acdf2cac-9b5f-4d66-80a6-027d5db9fd5b 
user >> nat nat let me through 
bot >> I'm not sure if you're being serious or not, but I'm going to assume you're being serious. 
"
2012-07-02 00:56:27+00:00,0,1,4,Twitter for iPhone,moblife,"[{'label': 'neutral', 'score': 0.8082398772239685}]","Conversation id: 11de15f7-452f-457a-be54-90c855ecc492 
user >> moblife 
bot >> I'm not sure if you're serious, but I'm pretty sure that's a joke. 
"
2012-07-02 00:51:29+00:00,7,0,6,Twitter for iPhone,"for some life lasts a short while, but the memories it holds last forever.","[{'label': 'positive', 'score': 0.6894575953483582}]","Conversation id: 8f92b4a5-889b-4d4a-a356-65d4bb16a0ef 
user >> for some life lasts a short while, but the memories it holds last forever. 
bot >> I'm not sure if you're being serious or not, but I like your username. 
"
2012-07-02 00:50:00+00:00,0,1,0,Echofon,aboveuho sorry its not my fault,"[{'label': 'negative', 'score': 0.7710580229759216}]","Conversation id: b1a77f4d-bd5f-4a8c-90ba-bebf0c9f2b40 
user >> aboveuho sorry its not my fault 
bot >> I'm not blaming you, I'm just saying that it's not a good idea. 
"
2012-07-02 00:29:41+00:00,0,0,1,Echofon,bleavland rt scsibo youngthugworld yo hood icfn3 ,"[{'label': 'neutral', 'score': 0.9233235716819763}]","Conversation id: 6949eab2-c44f-4259-a7c1-176a455961cb 
user >> bleavland rt scsibo youngthugworld yo hood icfn3  
bot >> I'm not sure if you're serious, but I'm pretty sure that's a joke. 
"
2012-07-01 22:46:37+00:00,0,1,5,Twitter for Websites,mixtape youngthugworld  i came from nothing 3  coming soon  livemixtapes swampizzo ,"[{'label': 'neutral', 'score': 0.8056294918060303}]","Conversation id: 9a520891-d6b1-4dc0-a33c-9a5b259bdd26 
user >> mixtape youngthugworld  i came from nothing 3  coming soon  livemixtapes swampizzo  
bot >> I'm not sure if you're serious or not, but I'm pretty sure that's a joke. 
"
2012-07-01 22:46:14+00:00,0,1,5,Twitter for Websites,mixtape youngthugworld  i came from nothing 3  coming soon  livemixtapes swampizzo,"[{'label': 'neutral', 'score': 0.8003236055374146}]","Conversation id: d532fbbf-6836-4e9c-bb84-78f08899a6eb 
user >> mixtape youngthugworld  i came from nothing 3  coming soon  livemixtapes swampizzo 
bot >> I'm not sure if you're serious or not, but I'm pretty sure that's a joke. 
"
2012-07-01 21:02:30+00:00,0,1,0,Twitter Web Client,jalenobeatz send iamstarter the scripts.,"[{'label': 'neutral', 'score': 0.7256937623023987}]","Conversation id: 9eb79bdb-72a8-4e99-9c06-fd062f8e5b0f 
user >> jalenobeatz send iamstarter the scripts. 
bot >> I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure. 
"
2012-07-01 20:58:17+00:00,1,1,9,TweetDeck,chatt town we here for da stoptheviolence campaign wazzzam,"[{'label': 'positive', 'score': 0.6460162997245789}]","Conversation id: 76ec15e5-8789-412f-a299-d5efcf0334d4 
user >> chatt town we here for da stoptheviolence campaign wazzzam 
bot >> I'm in. 
"
2012-07-01 20:57:15+00:00,0,1,0,TweetDeck,jalenobeatz you a dj,"[{'label': 'neutral', 'score': 0.9397327303886414}]","Conversation id: 96967f52-4284-45e5-8156-0aea10de16fd 
user >> jalenobeatz you a dj 
bot >> I am a DJ 
"
2012-07-01 20:35:26+00:00,4,2,9,Twitter for iPhone,july 4th is also my dads bday so to him blatt,"[{'label': 'positive', 'score': 0.9088553786277771}]","Conversation id: e8d215fb-5e6e-4c46-b9d3-2880caec74d4 
user >> july 4th is also my dads bday so to him blatt 
bot >> I'm a dad and I'm not even a basketball fan. 
"
2012-07-01 19:56:06+00:00,1,1,3,Twitter for iPhone,in tn wit my bros karteldk roccrewlilrod weworkin,"[{'label': 'neutral', 'score': 0.7890406847000122}]","Conversation id: 7bb62151-de00-44ed-b330-46f6cd5f478a 
user >> in tn wit my bros karteldk roccrewlilrod weworkin 
bot >> I'm in tn too! 
"
2012-07-01 19:54:44+00:00,0,1,2,Twitter for iPhone,follow my lil bros karteldk & roccrewlilrod rite nw,"[{'label': 'neutral', 'score': 0.7627936005592346}]","Conversation id: aa165089-b5e2-4ae1-b0d4-53c96af2d9e2 
user >> follow my lil bros karteldk & roccrewlilrod rite nw 
bot >> I'm not sure if you're serious, but I'm pretty sure that's a bot. 
"
2012-07-01 19:54:08+00:00,7,1,1,Camera on iOS,my blood brother karteldk i5fn3 on da way doe ,"[{'label': 'positive', 'score': 0.600233793258667}]","Conversation id: 40e299e1-1a51-45b9-81a7-a95bdcd02de5 
user >> my blood brother karteldk i5fn3 on da way doe  
bot >> I'm on my way too! 
"
2012-07-01 19:39:24+00:00,1,0,5,Camera on iOS,out here in tn w my lil bro    sbskooly icfn3 on da way doe ,"[{'label': 'positive', 'score': 0.7574009895324707}]","Conversation id: b514f752-7875-42c2-a1c1-b5f642fd2708 
user >> out here in tn w my lil bro    sbskooly icfn3 on da way doe  
bot >> I'm in the same boat. I'm in the same boat. 
"
2012-07-01 18:31:36+00:00,3,3,2,Twitter for iPhone,"ok bool,.... chatttown here i am","[{'label': 'positive', 'score': 0.726037859916687}]","Conversation id: 532192d0-51d4-491b-ba0e-3f63b90d0f83 
user >> ok bool,.... chatttown here i am 
bot >> I'm in the chat too. 
"
2012-07-01 18:14:36+00:00,0,0,0,Echofon,good so u will be at obsessions rt prettykourt im off on the 4th of july ,"[{'label': 'positive', 'score': 0.9050959944725037}]","Conversation id: d7cec102-4d9d-4986-a82b-d68c126a451e 
user >> good so u will be at obsessions rt prettykourt im off on the 4th of july  
bot >> I'm not sure if I'm going to be able to make it, but I'll be sure to check it out. 
"
2012-07-01 18:12:07+00:00,0,1,1,Echofon,readkevstweets we workin,"[{'label': 'neutral', 'score': 0.818812370300293}]","Conversation id: fc9079d2-925a-45e9-aea3-e8b0cdbd19aa 
user >> readkevstweets we workin 
bot >> I'm not sure if I should upvote or downvote you. 
"
