,Unnamed: 0,date,likes,replies,retweets,source,tweet,sentiment
5948,5948,2012-07-21 23:02:05+00:00,0,0,12,Echofon,"Rain, Snow, Sleet, or Fire I Will Be Turning Up At #Figure8 Tonight!!!!","[{'label': 'positive', 'score': 0.616422176361084}]"
5949,5949,2012-07-21 17:37:06+00:00,341,14,365,Twitter for iPhone,"Blacks were there pants low!! White people call it ""SAGGIN""..... Witkh is ""NIGGAS"" spelt backwards!!!","[{'label': 'negative', 'score': 0.819190502166748}]"
5950,5950,2012-07-21 17:27:50+00:00,0,2,1,Echofon,4 Booking 4 @YoungThugWorld contact - 404 804 5579,"[{'label': 'neutral', 'score': 0.9355278611183167}]"
5951,5951,2012-07-21 17:18:52+00:00,0,2,1,Echofon,Sent RT @DJHurrikane1: @YoungThugWorld djhurrikanemp3@gmail.com,"[{'label': 'neutral', 'score': 0.9187162518501282}]"
5952,5952,2012-07-21 16:34:56+00:00,1,1,6,Twitter Web Client,S/O TO ALL THE DJS SUPPORTING THE ICFN MOVEMENT! If you need the ICFN3 NO DJ hit me up!,"[{'label': 'positive', 'score': 0.9083653688430786}]"
5953,5953,2012-07-21 16:33:54+00:00,0,1,0,Twitter Web Client,@DJHurrikane1 whats the email?,"[{'label': 'neutral', 'score': 0.9551559090614319}]"
5954,5954,2012-07-21 16:23:31+00:00,0,0,0,Twitter for iPhone,“@DJHurrikane1: @YoungThugWorld bro I need that”bool,"[{'label': 'neutral', 'score': 0.5547780394554138}]"
5955,5955,2012-07-21 16:19:38+00:00,0,3,0,Twitter Web Client,PSA: ALL DJS HIT ME UP FOR ICFN3 NO DJ,"[{'label': 'neutral', 'score': 0.717275857925415}]"
5956,5956,2012-07-21 15:55:19+00:00,0,0,1,Tumblr,Photo: http://t.co/pG0jdxMs,"[{'label': 'neutral', 'score': 0.8529472351074219}]"
5957,5957,2012-07-21 15:54:15+00:00,0,0,1,Tumblr,Photo: http://t.co/jq7iZTcY,"[{'label': 'neutral', 'score': 0.862305760383606}]"
5958,5958,2012-07-21 15:51:51+00:00,0,0,0,Tumblr,Photo: http://t.co/UMgZx7yn,"[{'label': 'neutral', 'score': 0.8401835560798645}]"
5959,5959,2012-07-21 15:48:38+00:00,1,1,5,Twitter Web Client,BAWSSS SHIT!!!,"[{'label': 'neutral', 'score': 0.38453373312950134}]"
5960,5960,2012-07-21 15:27:18+00:00,0,0,2,Facebook,20. Young Thug - Foreign http://t.co/j7yWjSNy,"[{'label': 'neutral', 'score': 0.9161120653152466}]"
5961,5961,2012-07-21 15:27:00+00:00,2,1,7,Facebook,Young Thug - @YoungThugWorld - My Life ft @Rocko4Real &amp; PLaya http://t.co/miN3SbWI,"[{'label': 'neutral', 'score': 0.8812178373336792}]"
5962,5962,2012-07-21 15:26:54+00:00,1,2,25,Facebook,BLATTT!!!!!,"[{'label': 'positive', 'score': 0.8183602094650269}]"
5963,5963,2012-07-21 13:20:57+00:00,0,1,6,Echofon,[Mixtape] @YoungThugWorld - I Came From Nothing 3 :: Get It LIVE! http://t.co/mglUIRL8 @LiveMixtapes @SwampIzzo,"[{'label': 'neutral', 'score': 0.8224883675575256}]"
5964,5964,2012-07-21 05:55:27+00:00,0,0,0,Instagram,Just posted a photo http://t.co/Y2TBXd8y,"[{'label': 'neutral', 'score': 0.8345246315002441}]"
5965,5965,2012-07-21 05:04:20+00:00,1,0,4,Twitter Web Client,Yall kno ima bring the bity out!!,"[{'label': 'neutral', 'score': 0.4745086133480072}]"
5966,5966,2012-07-21 05:02:49+00:00,2,0,1,Twitter Web Client,@rihanna @WakaFlockaBSM #THUGLIFE,"[{'label': 'neutral', 'score': 0.7526760101318359}]"
5967,5967,2012-07-21 04:30:44+00:00,0,1,1,Twitter Web Client,@CrackBC Happy B Day!,"[{'label': 'positive', 'score': 0.9803037047386169}]"
5968,5968,2012-07-21 04:05:20+00:00,2,1,5,Twitter for Websites,Rich Kidz - Rumors - (Feat. Tity Boy &amp; Young Thug: http://t.co/ifkkzajc via @youtube #WeDaRumors,"[{'label': 'neutral', 'score': 0.9288316965103149}]"
5969,5969,2012-07-21 04:00:52+00:00,0,3,40,Twitter Web Client,SOUTHSIDE STAND UP!!! #BLATTT,"[{'label': 'neutral', 'score': 0.5600156188011169}]"
5970,5970,2012-07-21 04:00:37+00:00,0,0,1,Twitter Web Client,NORTH SIDE STAND UP!!! RT RT RT RT,"[{'label': 'neutral', 'score': 0.5466746091842651}]"
5971,5971,2012-07-21 04:00:23+00:00,6,0,48,Twitter Web Client,WESTSIDE STAND UP RT RT RT,"[{'label': 'neutral', 'score': 0.8333882093429565}]"
5972,5972,2012-07-21 04:00:10+00:00,3,0,70,Twitter Web Client,EAST SIDE STAND UP!!! RT RT RT,"[{'label': 'neutral', 'score': 0.5319943428039551}]"
5973,5973,2012-07-21 03:53:38+00:00,5,0,1,Twitter for Websites,Dancn 2 Keep going by Young Thug: http://t.co/NiWrVdTU via @youtube She #popitfathug,"[{'label': 'neutral', 'score': 0.7006133198738098}]"
5974,5974,2012-07-21 03:49:02+00:00,1,2,22,Twitter Web Client,Who on dat late night Young Thug flow..... #BLATTT,"[{'label': 'neutral', 'score': 0.853817880153656}]"
5975,5975,2012-07-21 03:47:57+00:00,0,0,4,Twitter Web Client,#NamesInYourPhone Nat Nat,"[{'label': 'neutral', 'score': 0.8894926905632019}]"
5976,5976,2012-07-21 03:46:13+00:00,0,1,1,Twitter Web Client,@KYP_GetsBuckets u trippin,"[{'label': 'negative', 'score': 0.5150653123855591}]"
5977,5977,2012-07-21 03:45:43+00:00,0,0,0,Twitter Web Client,@Skoolboy_trell Trade*,"[{'label': 'neutral', 'score': 0.8814837336540222}]"
5978,5978,2012-07-21 03:43:43+00:00,0,0,0,Twitter Web Client,@DarkndFancy tomorrow,"[{'label': 'neutral', 'score': 0.6899094581604004}]"
5979,5979,2012-07-21 02:13:26+00:00,0,0,3,Echofon,RT @NoPlaying_Fair: Young Thug - @YoungThugWorld ICFN2 #KeepGoing Ft  @TheRealCashOut - Ca$h...: http://t.co/i0wx5n1Y via @youtube,"[{'label': 'neutral', 'score': 0.9065554738044739}]"
5980,5980,2012-07-20 20:36:52+00:00,7,4,282,Twitter Web Client,#STOPTHEVIOLENCE #STOPTHEVIOLENCE  #STOPTHEVIOLENCE #STOPTHEVIOLENCE #STOPTHEVIOLENCE #STOPTHEVIOLENCE #STOPTHEVIOLENCE #STOPTHEVIOLENCE,"[{'label': 'negative', 'score': 0.7112969756126404}]"
5981,5981,2012-07-20 20:19:15+00:00,0,1,1,Twitter Web Client,@iSquirtOnTweepz my bad #TwerkDat,"[{'label': 'neutral', 'score': 0.7378368973731995}]"
5982,5982,2012-07-20 19:52:51+00:00,0,1,0,Facebook,? #KeepGoin #TwerkTeam http://t.co/rhqEma7d,"[{'label': 'neutral', 'score': 0.5512049794197083}]"
5983,5983,2012-07-20 19:47:38+00:00,0,1,1,Twitter Web Client,[Mixtape] @YoungThugWorld - I Came From Nothing 3 :: Get It LIVE! http://t.co/mglUIRL8  @LiveMixtapes @SwampIzzo 2,"[{'label': 'neutral', 'score': 0.849407970905304}]"
5984,5984,2012-07-20 19:47:32+00:00,0,0,0,Twitter Web Client,[Mixtape] @YoungThugWorld - I Came From Nothing 3 :: Get It LIVE! http://t.co/mglUIRL8  @LiveMixtapes @SwampIzzo 1,"[{'label': 'neutral', 'score': 0.8484323024749756}]"
5985,5985,2012-07-20 19:47:25+00:00,2,2,8,Twitter Web Client,[Mixtape] @YoungThugWorld - I Came From Nothing 3 :: Get It LIVE! http://t.co/mglUIRL8  @LiveMixtapes @SwampIzzo,"[{'label': 'neutral', 'score': 0.835263729095459}]"
5986,5986,2012-07-20 19:47:17+00:00,0,0,0,Twitter Web Client,@KissingYunique @JasmineDunlap yea dat shit was gabage,"[{'label': 'neutral', 'score': 0.5297760367393494}]"
5987,5987,2012-07-20 19:46:37+00:00,0,0,0,Twitter Web Client,@KissingYunique @YoungThugWorld yea thats why i want to see somebody do it better.,"[{'label': 'positive', 'score': 0.4927304685115814}]"
5988,5988,2012-07-20 18:04:16+00:00,0,0,2,Echofon,2MORROW❕ALL THE #NATNAT 'S ARE GONNA BE W/ ME @TEEZIEDOLLA @PEEWEELONGWAY &amp; @BIRDGANG_GREEDY @ #FIGURE8 ❕  http://t.co/3qF1Lsye,"[{'label': 'neutral', 'score': 0.5302991271018982}]"
5989,5989,2012-07-20 17:21:44+00:00,2,0,9,Instagram,We 🅱🅾⭕👍❕N #BLATT http://t.co/ozhycUPn,"[{'label': 'neutral', 'score': 0.6532648801803589}]"
5990,5990,2012-07-20 17:11:26+00:00,5,2,41,Twitter for iPhone,I'll fukk ya bitkh and she ain't bomin bakk #wodaaa!!!,"[{'label': 'negative', 'score': 0.8650816679000854}]"
5991,5991,2012-07-20 15:58:28+00:00,5,2,33,Twitter Web Client,Ketchup to my Kampaign! Koop The Kolor of Mayonnaise! #ThasABar,"[{'label': 'neutral', 'score': 0.6254327297210693}]"
5992,5992,2012-07-20 15:54:48+00:00,3,0,9,Twitter Web Client,@WakaFlockaBSM @YoungThugWorld @MaybachRo5 #Ro5 and #BRICKSQUAD #BLATTT http://t.co/IQr3TxxL,"[{'label': 'neutral', 'score': 0.921383798122406}]"
5993,5993,2012-07-20 15:18:57+00:00,0,2,3,Facebook,#KeepGoing http://t.co/LbasJVJI,"[{'label': 'positive', 'score': 0.5675239562988281}]"
5994,5994,2012-07-20 14:41:27+00:00,3,3,33,Twitter Web Client,Senseless Violence gotta stop.,"[{'label': 'negative', 'score': 0.9219971895217896}]"
5995,5995,2012-07-20 14:40:14+00:00,2,0,32,Twitter Web Client,#StopTheViolence 12 people died and more injured in a shooting in Colorado in a screening of Batman last night. #StopTheViolence,"[{'label': 'negative', 'score': 0.9079031944274902}]"
5996,5996,2012-07-20 14:21:24+00:00,0,0,2,Twitter for iPhone,I get doe nigga I get doe nigga @BubbaAKAloyalty,"[{'label': 'neutral', 'score': 0.6979938745498657}]"
5997,5997,2012-07-20 06:57:09+00:00,0,1,1,Twitter for Websites,@1Future - Tony Montana Remix Ft. Young Thug &amp; Drake: http://t.co/0mE73EHG via @youtube,"[{'label': 'neutral', 'score': 0.8853015899658203}]"
5998,5998,2012-07-20 06:49:30+00:00,2,2,35,Twitter Web Client,BLATTT!!!,"[{'label': 'positive', 'score': 0.7799826264381409}]"
5999,5999,2012-07-20 06:43:16+00:00,2,2,21,Twitter Web Client,Freeze me!!!!,"[{'label': 'neutral', 'score': 0.49909499287605286}]"
6000,6000,2012-07-20 06:40:03+00:00,5,4,43,Twitter Web Client,Twitter Song is still a Klassik,"[{'label': 'neutral', 'score': 0.6280409097671509}]"
6001,6001,2012-07-20 06:39:22+00:00,1,1,1,Twitter for Websites,@YoungThugWorld #TwitterSong (Prod by @WeArePlanet9): http://t.co/F0GnovvN via @youtube,"[{'label': 'neutral', 'score': 0.9146779179573059}]"
6002,6002,2012-07-20 06:34:44+00:00,1,3,10,Twitter for Websites,Still my favorite ---&gt; Young Thug ICFN2 But I Want: http://t.co/DdN2IqPH via @youtube,"[{'label': 'positive', 'score': 0.8928577899932861}]"
6003,6003,2012-07-20 06:14:28+00:00,1,2,16,Twitter Web Client,Dot sleep on me #NoSleepGang,"[{'label': 'neutral', 'score': 0.5087946057319641}]"
6004,6004,2012-07-20 06:05:50+00:00,1,1,1,Twitter for iPhone,"“@KissingYunique: I might do my ""Keep Going"" video over mines so old...  what you think @YoungThugWorld ???.” Do it myyko voice!!!","[{'label': 'neutral', 'score': 0.7111581563949585}]"
6005,6005,2012-07-20 05:58:50+00:00,0,1,1,Twitter Web Client,@Drippin_Caramel fb and dm,"[{'label': 'neutral', 'score': 0.8540851473808289}]"
6006,6006,2012-07-20 05:57:43+00:00,0,0,0,Twitter Web Client,@Drippin_Caramel dm,"[{'label': 'neutral', 'score': 0.8482044339179993}]"
6007,6007,2012-07-20 05:56:14+00:00,0,2,1,Twitter Web Client,@WakaFlockaBSM fb bloodline,"[{'label': 'neutral', 'score': 0.8979367613792419}]"
6008,6008,2012-07-20 05:54:07+00:00,2,1,1,Twitter Web Client,@T_Ray_Homie All my mixtapes stay relevant #BLATTT my musik will neva outdate itself,"[{'label': 'positive', 'score': 0.8721571564674377}]"
6009,6009,2012-07-20 05:51:38+00:00,0,1,0,Twitter Web Client,@DrEstrogen I CAME FROM NOTHING 3 is my 3rd mixtape,"[{'label': 'positive', 'score': 0.5117202401161194}]"
6010,6010,2012-07-20 05:50:50+00:00,2,0,6,Twitter for iPhone,@WakaFlockaBSM @abgliljay and I bout to make history #BLATT,"[{'label': 'positive', 'score': 0.7165733575820923}]"
6011,6011,2012-07-20 05:49:46+00:00,7,2,4,Twitter Web Client,#NoSleepGang on da Mac and on my iPhone #AtTheSameDamnTime,"[{'label': 'neutral', 'score': 0.4743053913116455}]"
6012,6012,2012-07-20 05:48:26+00:00,0,1,1,Twitter Web Client,Yall betta go follow the OG Real Rekognize Real ----&gt; @NOPRESSUREENT1 word 2 my nigga @IamStarter,"[{'label': 'neutral', 'score': 0.7217032313346863}]"
6013,6013,2012-07-20 05:41:03+00:00,1,2,4,Twitter Web Client,The best Twerk Video will get put up on my youtube page. Lets see who can win!!!!! Go!!!,"[{'label': 'positive', 'score': 0.9428900480270386}]"
6014,6014,2012-07-20 05:38:31+00:00,0,0,3,Twitter for Websites,Young Thug ICFN2 Keep Going Ft. Ca$h Out: http://t.co/oeV5c9VJ via #popitfathug,"[{'label': 'neutral', 'score': 0.8789165616035461}]"
6015,6015,2012-07-20 05:37:34+00:00,0,1,2,Twitter Web Client,@KissingYunique tell em to make a twerk video i need every girl that can twerk fa sum to #popitfathug and #dontstop #keepgoin #blattt,"[{'label': 'neutral', 'score': 0.5327615737915039}]"
6016,6016,2012-07-20 05:32:27+00:00,0,0,0,Twitter for iPhone,@Ashley_Dalvin I kno I'm not the best but I am better then others #ThasABar,"[{'label': 'positive', 'score': 0.6659183502197266}]"
6017,6017,2012-07-20 05:30:35+00:00,0,2,28,Twitter Web Client,Nat Nat's are up right now.,"[{'label': 'neutral', 'score': 0.9268010854721069}]"
6018,6018,2012-07-20 05:29:51+00:00,4,2,6,Twitter Web Client,If you up you needa #popitforthug,"[{'label': 'neutral', 'score': 0.8018847703933716}]"
6019,6019,2012-07-20 05:28:49+00:00,0,2,0,Twitter for iPhone,“@PrettyBrownTia: @YoungThugWorld @KissingYunique lol ill do another one to yo verse juz for u!!!” BLATTT!,"[{'label': 'positive', 'score': 0.6946845054626465}]"
6020,6020,2012-07-20 05:25:33+00:00,0,0,0,Twitter for iPhone,@KissingYunique @prettybrowntia jus watched it but she ain't even dance to my verse Lame!,"[{'label': 'negative', 'score': 0.844637930393219}]"
6021,6021,2012-07-20 04:58:33+00:00,0,0,0,Twitter for iPhone,Follow @MaybachRo5  🅱ooooiiitttt5555hhh @MaybachRo5  @MaybachRo5,"[{'label': 'positive', 'score': 0.5819514989852905}]"
6022,6022,2012-07-20 04:52:48+00:00,2,6,8,Twitter Web Client,WAZZAM I'M TRYNA TURN UP ON TWITTER TONIGHT WAD UP WIT ALL MY FANS!!!! MY MENTIONS NEED TO BE GOIN BRAZY!,"[{'label': 'neutral', 'score': 0.46881893277168274}]"
6023,6023,2012-07-20 04:52:11+00:00,5,1,36,Twitter Web Client,WESTSIDE WAD UP!,"[{'label': 'neutral', 'score': 0.5676485300064087}]"
6024,6024,2012-07-20 04:52:03+00:00,3,2,51,Twitter Web Client,EASTSIDE WAD UP!,"[{'label': 'positive', 'score': 0.5077896118164062}]"
6025,6025,2012-07-20 04:51:55+00:00,2,0,10,Twitter Web Client,NORTHSIDE WAD UP!,"[{'label': 'neutral', 'score': 0.5245993137359619}]"
6026,6026,2012-07-20 04:51:47+00:00,2,1,32,Twitter Web Client,SOUTHSIDE WAD UP.,"[{'label': 'neutral', 'score': 0.7834899425506592}]"
6027,6027,2012-07-20 04:50:30+00:00,0,1,12,Twitter Web Client,Errybody RT FOLLOW @YOUNGTHUGWORLD #BLATTT #FollowThugga,"[{'label': 'neutral', 'score': 0.7921199202537537}]"
6028,6028,2012-07-20 04:48:50+00:00,0,0,0,Twitter Web Client,nf @ilovemyplug #BLATTT u gotta kno #ilovemyplug,"[{'label': 'positive', 'score': 0.49403950572013855}]"
6029,6029,2012-07-20 04:48:00+00:00,0,1,6,Twitter Web Client,Hit that follow button Fa sum,"[{'label': 'neutral', 'score': 0.6354804039001465}]"
6030,6030,2012-07-20 04:45:10+00:00,2,1,32,Twitter Web Client,#nosleepgang wazzzaammm,"[{'label': 'neutral', 'score': 0.7514433264732361}]"
6031,6031,2012-07-19 22:06:20+00:00,2,0,4,Photos on iOS,Saturday!!!!!!!!! #Figure8 #Figure8 http://t.co/MKA11DUT,"[{'label': 'positive', 'score': 0.9139530062675476}]"
6032,6032,2012-07-19 21:32:47+00:00,0,0,2,Twitter for Websites,[Mixtape] @YoungThugWorld - I Came From Nothing 3 :: Get It LIVE! http://t.co/mglUIRL8 @LiveMixtapes @SwampIzzo,"[{'label': 'neutral', 'score': 0.8224883675575256}]"
6033,6033,2012-07-19 20:42:49+00:00,0,1,0,Twitter for iPhone,@youngstebo got the hardest avi out right now!!,"[{'label': 'positive', 'score': 0.4318239092826843}]"
6034,6034,2012-07-19 19:34:06+00:00,2,5,35,Twitter for iPhone,BLATT,"[{'label': 'neutral', 'score': 0.6552491188049316}]"
6035,6035,2012-07-19 14:05:34+00:00,0,3,2,Twitter for iPhone,"“@Rocko4Real: AINN KNO Y'ALL WAS ON DAT ""M's"" LIKE DAT !!!! # SALUTE”u no we on that shit foo!!","[{'label': 'neutral', 'score': 0.4850879907608032}]"
6036,6036,2012-07-19 14:04:47+00:00,0,4,15,Twitter for iPhone,Been gettin money sen5e a young nigga!! The 🌆 labeled me the dawn nigga @rocko4real,"[{'label': 'positive', 'score': 0.6675027012825012}]"
6037,6037,2012-07-19 07:29:43+00:00,0,0,0,Twitter for iPhone,@slug5much do too mukh!!,"[{'label': 'positive', 'score': 0.7825787663459778}]"
6038,6038,2012-07-19 06:13:42+00:00,4,1,4,Twitter for iPhone,“@NOPRESSUREENT1: just left my lil homies @youngthugworld&amp;@slug5much real niggers do real thang”,"[{'label': 'neutral', 'score': 0.6268670558929443}]"
6039,6039,2012-07-19 01:11:02+00:00,3,2,10,Instagram,#BLATT #BLATT MUTHAFUKKIN #BLATT BIIOOOKKKHHHHH!!! http://t.co/6CpHnYjG,"[{'label': 'positive', 'score': 0.8733341097831726}]"
6040,6040,2012-07-19 01:04:27+00:00,2,1,50,Twitter for iPhone,R.I.P to all the real niggas world wide!!,"[{'label': 'positive', 'score': 0.8698039054870605}]"
6041,6041,2012-07-19 01:01:26+00:00,0,2,2,Twitter for iPhone,New avi👈 for fans!! I kinda forgot sorry!!!,"[{'label': 'neutral', 'score': 0.6517201662063599}]"
6042,6042,2012-07-19 00:30:43+00:00,0,0,1,Twitter for iPhone,"S/O to the homie @hateonorisha follow her, she's ni5e!!!!","[{'label': 'positive', 'score': 0.9590908885002136}]"
6043,6043,2012-07-18 22:38:47+00:00,0,1,1,Echofon,"Thank you RT @MsInfamous300: @YoungThugWorld thats a cute avi , . &amp;lt;3","[{'label': 'positive', 'score': 0.9768751859664917}]"
6044,6044,2012-07-18 22:37:03+00:00,0,5,2,Twitter for iPhone,This Saturday it goes down!,"[{'label': 'neutral', 'score': 0.814584493637085}]"
6045,6045,2012-07-18 21:09:30+00:00,0,0,2,TweetDeck,This Saturday at #Figure8 for @YoungThugWorld #ICFN3 Mixtape Release Party.Hosted by The HellaCoppa. Ladies Free Til 12. #Figure8 #Figure8 1,"[{'label': 'neutral', 'score': 0.8598877787590027}]"
6046,6046,2012-07-18 19:49:59+00:00,0,0,8,Twitter Web Client,I'm ridin round Breepin &amp; Brawlin,"[{'label': 'neutral', 'score': 0.8444289565086365}]"
6047,6047,2012-07-18 19:06:44+00:00,0,1,1,Twitter Web Client,@ItaleeBadFasum #BLATTT,"[{'label': 'neutral', 'score': 0.7901678681373596}]"
6048,6048,2012-07-18 17:31:01+00:00,0,0,1,Facebook,VOTE THIS UP AND GET IT LIVE TODAY!!!! http://t.co/nYPqg0qU,"[{'label': 'neutral', 'score': 0.691971480846405}]"
6049,6049,2012-07-18 17:29:48+00:00,1,2,22,Facebook,REAL REOKOGNIZE REAL!,"[{'label': 'neutral', 'score': 0.5157088041305542}]"
6050,6050,2012-07-18 17:29:00+00:00,1,1,25,Facebook,I FROM DA JUNGLE 4 REAL!,"[{'label': 'positive', 'score': 0.498086541891098}]"
6051,6051,2012-07-18 17:28:46+00:00,1,2,51,Facebook,I CAME FROM NOTHING!,"[{'label': 'negative', 'score': 0.577166736125946}]"
6052,6052,2012-07-18 17:28:09+00:00,0,0,0,Facebook,Young Thug - Achieve ft Teezie Dolla 404 804 5579 @bobbyexpress http://t.co/IqWpznRA,"[{'label': 'neutral', 'score': 0.9056388139724731}]"
6053,6053,2012-07-18 17:25:43+00:00,0,2,5,Facebook,"Shawty Boy Ft. Young Thug &amp; Bandit Gang Marco - ""Sing to Her"" [Official Video] for Booking for Young Thug contact... http://t.co/9ufnpomn","[{'label': 'neutral', 'score': 0.922320544719696}]"
6054,6054,2012-07-18 17:21:33+00:00,0,0,2,Facebook,Booking Info: 404 804 5579 - @bobbyexpress http://t.co/fNS9hROL,"[{'label': 'neutral', 'score': 0.9229990839958191}]"
6055,6055,2012-07-18 17:20:30+00:00,0,1,2,Facebook,For Booking contact @Bobbyexpress 404 804 5579 http://t.co/XRKvkXTN,"[{'label': 'neutral', 'score': 0.9135237336158752}]"
6056,6056,2012-07-18 16:18:07+00:00,1,1,1,TweetDeck,"For Booking for Concerts, Parties, Back To School Concerts, contact @bobbyexpress 404 804 5579 or archivebooking@gmail.com","[{'label': 'neutral', 'score': 0.8844489455223083}]"
6057,6057,2012-07-18 15:46:02+00:00,4,1,7,Twitter for iPhone,#ICFN3 cD's http://t.co/sUVWsChs,"[{'label': 'neutral', 'score': 0.8845749497413635}]"
6058,6058,2012-07-18 15:34:29+00:00,0,1,8,TweetCaster for iOS,[Mixtape] @YoungThugWorld - I Came From Nothing 3 :: Get It LIVE! http://t.co/mglUIRL8 @LiveMixtapes @SwampIzzo,"[{'label': 'neutral', 'score': 0.8224883675575256}]"
6059,6059,2012-07-18 14:11:42+00:00,1,1,9,TweetDeck,You The Natural This Saturday at #Figure8 for @YoungThugWorld #ICFN3 Mixtape Release Party.Hosted by The HellaCoppa. Ladies Free Til 12.,"[{'label': 'neutral', 'score': 0.809581995010376}]"
6060,6060,2012-07-18 14:11:33+00:00,0,1,2,Twitter for iPhone,Where the hell is @bobbyexpress,"[{'label': 'negative', 'score': 0.8917216062545776}]"
6061,6061,2012-07-18 13:49:08+00:00,40,1,51,TweetCaster for iOS,Turn up!!!,"[{'label': 'positive', 'score': 0.6322503685951233}]"
6062,6062,2012-07-18 11:24:38+00:00,1,2,1,Facebook,Be yourself... http://t.co/4vxpZOER,"[{'label': 'neutral', 'score': 0.5973366498947144}]"
6063,6063,2012-07-18 11:08:27+00:00,0,3,10,TweetDeck,#Figure8 THIS SATURDAY!!! @YoungThugWorld RELEASE PARTY!!! THE WHOLE CITY..THE WHOLE STATE WILL BE IN ATTENDANCE !!!! #Figure8 #Saturday!,"[{'label': 'positive', 'score': 0.9483121633529663}]"
6064,6064,2012-07-18 10:58:55+00:00,0,1,2,TweetDeck,@BuzzFlightyear you told yo followers bout the party this Saturday @ #Figure8,"[{'label': 'neutral', 'score': 0.9222701787948608}]"
6065,6065,2012-07-18 10:57:18+00:00,0,1,1,TweetDeck,@BuzzFlightyear You up wit it lil bro,"[{'label': 'neutral', 'score': 0.629202127456665}]"
6066,6066,2012-07-18 08:32:19+00:00,2,0,5,Facebook,Young Thug Admit It Feat. @_Kosher &amp; @Skypadwar http://t.co/d2RsytFx,"[{'label': 'neutral', 'score': 0.8915334939956665}]"
6067,6067,2012-07-18 07:06:40+00:00,12,3,15,Twitter for iPhone,Girls with Bob Marley dreads!!,"[{'label': 'positive', 'score': 0.5746132731437683}]"
6068,6068,2012-07-18 04:52:09+00:00,159,6,130,Facebook,“Nigga we eating good like we Oprah’s roaches…” #ThatsABar,"[{'label': 'neutral', 'score': 0.5340142250061035}]"
6069,6069,2012-07-18 04:51:19+00:00,2,1,2,Bandsintown,"♫ New Date: Atlanta, GA - Jul 21 at Figure 8 http://t.co/ZPXMgwt0","[{'label': 'neutral', 'score': 0.936797559261322}]"
6070,6070,2012-07-18 04:45:35+00:00,0,0,1,Tumblr,Photo: #ThugLife #YoungThug #StopTheViolence http://t.co/9C2NVvKP,"[{'label': 'neutral', 'score': 0.6666651368141174}]"
6071,6071,2012-07-18 04:44:46+00:00,0,0,0,Tumblr,Photo: smackdahoe: http://t.co/c8juao6y,"[{'label': 'neutral', 'score': 0.8650878667831421}]"
6072,6072,2012-07-18 04:44:04+00:00,0,0,0,Tumblr,Audio: workwitdawork: http://t.co/AGrb38IR,"[{'label': 'neutral', 'score': 0.9054592251777649}]"
6073,6073,2012-07-18 04:42:54+00:00,0,0,1,Tumblr,Video: condoonmywrist: http://t.co/p3XLCFpa,"[{'label': 'neutral', 'score': 0.8844805359840393}]"
6074,6074,2012-07-18 03:49:10+00:00,2,2,23,Twitter Web Client,ZONE 4 STAND UP!!!! WHERE YALL AT!!! CAMPBELLTON RD #TRIPLE SALUTE WE TURNIN UP DIS SATURDAY AT DA #FIGURE8,"[{'label': 'neutral', 'score': 0.5081083178520203}]"
6075,6075,2012-07-18 03:40:25+00:00,4,1,22,Twitter Web Client,Im from da Jungle fr,"[{'label': 'neutral', 'score': 0.666491687297821}]"
6076,6076,2012-07-18 03:36:36+00:00,1,1,35,Twitter Web Client,Respekt given where Respekt is due.,"[{'label': 'neutral', 'score': 0.9075244665145874}]"
6077,6077,2012-07-18 03:27:26+00:00,1,1,19,Twitter Web Client,Da whole Southside 21 Gun Salute!!!,"[{'label': 'positive', 'score': 0.7629121541976929}]"
6078,6078,2012-07-18 03:26:46+00:00,0,0,7,Twitter Web Client,Northside 85 Nawfbound  #Salute,"[{'label': 'neutral', 'score': 0.6065177917480469}]"
6079,6079,2012-07-18 03:24:59+00:00,8,6,137,Twitter Web Client,"Eastside, Glenwood Road, Gresham Road, Moreland Ave, Zone 6 RT","[{'label': 'neutral', 'score': 0.9436037540435791}]"
6080,6080,2012-07-18 03:23:40+00:00,2,3,85,Twitter Web Client,"Westside, RIP Bowen Homes, Simpson Road, Bankhead RT","[{'label': 'neutral', 'score': 0.9282837510108948}]"
6081,6081,2012-07-18 03:22:51+00:00,10,2,51,Twitter Web Client,Bleveland Ave to da whole 3 RT,"[{'label': 'neutral', 'score': 0.8939180970191956}]"
6082,6082,2012-07-18 03:16:42+00:00,0,1,8,Twitter Web Client,I need the whole bity of atlanta ta stand up when i ball you out!,"[{'label': 'neutral', 'score': 0.5184100270271301}]"
6083,6083,2012-07-18 03:15:43+00:00,0,0,0,Twitter Web Client,@_HIGHLYfavordd who told you dat?,"[{'label': 'neutral', 'score': 0.5979859828948975}]"
6084,6084,2012-07-18 03:12:57+00:00,0,0,1,Twitter Web Client,@WATERFALL313 Was up wit it.,"[{'label': 'neutral', 'score': 0.827015221118927}]"
6085,6085,2012-07-18 03:12:19+00:00,1,2,26,Twitter Web Client,Im glad yall supportin the movement #ICFN 1 2 &amp; 3,"[{'label': 'positive', 'score': 0.9759031534194946}]"
6086,6086,2012-07-18 03:10:04+00:00,1,4,5,Twitter Web Client,ok ima talk to yall.... was up wit it twitter.,"[{'label': 'neutral', 'score': 0.7823954820632935}]"
