,Unnamed: 0,date,likes,replies,retweets,source,tweet,sentiment,ai_reply,reply_sentiment
3992,3992,2013-02-04 19:14:34+00:00,53,2,41,Twitter Web Client,where the fukk is my children i swear i love yall 2 death no kiddin dadtweet,"[{'label': 'positive', 'score': 0.5610147714614868}]","I'm sorry, but I don't think you understand.","[{'label': 'negative', 'score': 0.8546514511108398}]"
3993,3993,2013-02-04 19:11:33+00:00,0,0,10,Twitter Web Client,i got bitkhes from florida follow me bakk 2 georgia,"[{'label': 'neutral', 'score': 0.755761981010437}]",I'm in Florida too!,"[{'label': 'positive', 'score': 0.5337882041931152}]"
3994,3994,2013-02-04 19:08:49+00:00,0,2,0,Twitter Web Client,stfudoratweetn loveeliaalaugh lol nope is the adlib i say after i say what yall tweeted...thts y i said nope,"[{'label': 'neutral', 'score': 0.6231017708778381}]",I'm not sure what you're talking about.,"[{'label': 'negative', 'score': 0.6050615906715393}]"
3995,3995,2013-02-04 19:07:01+00:00,0,1,1,Twitter Web Client,"nope rt loveeliaalaugh light blue , is you ready  stfudoratweetn whats blue and not heavy","[{'label': 'neutral', 'score': 0.6429365277290344}]",I'm ready,"[{'label': 'positive', 'score': 0.6033333539962769}]"
3996,3996,2013-02-04 19:06:33+00:00,0,1,1,Twitter Web Client,therealdjmillz archivent,"[{'label': 'neutral', 'score': 0.7402101755142212}]","I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious.","[{'label': 'negative', 'score': 0.6600848436355591}]"
3997,3997,2013-02-04 19:03:45+00:00,1,1,5,Twitter for Websites,sliiiiimmmeeee blat blat  ola playa  s.l.i.m.e. feat. young thug smmplaya youngthugworld  prod...  via youtube,"[{'label': 'neutral', 'score': 0.8053931593894958}]","I'm not sure if you're serious, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.681525707244873}]"
3998,3998,2013-02-04 18:25:30+00:00,1,0,2,Twitter Web Client,we gotkha rt freebandzordie waiting for youngthugworld to drop icfn4 & buzzflightyear to drop im proud of me,"[{'label': 'positive', 'score': 0.8556098937988281}]",I'm so excited for this!,"[{'label': 'positive', 'score': 0.9875232577323914}]"
3999,3999,2013-02-04 17:51:01+00:00,0,0,1,Twitter Web Client,archivent we winning,"[{'label': 'positive', 'score': 0.9739986062049866}]","I'm not sure if you're being sarcastic or not, but I'm pretty sure that's a quote from the movie.","[{'label': 'neutral', 'score': 0.6471735835075378}]"
4000,4000,2013-02-04 17:40:03+00:00,1,2,1,Twitter Web Client,reggie2fye thuggerthugger1gmail.com,"[{'label': 'neutral', 'score': 0.812195897102356}]","I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure.","[{'label': 'negative', 'score': 0.6108046770095825}]"
4001,4001,2013-02-04 17:38:43+00:00,1,1,7,Twitter for Websites,young thug  let me live single  via archivent,"[{'label': 'neutral', 'score': 0.8682917356491089}]","I'm not sure if you're serious, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.681525707244873}]"
4002,4002,2013-02-04 17:38:25+00:00,0,0,1,Twitter Web Client,skypad wizzle skypadwar  archivent,"[{'label': 'positive', 'score': 0.9194255471229553}]","I'm not sure if you're serious, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.681525707244873}]"
4003,4003,2013-02-04 17:35:46+00:00,0,0,1,Twitter Web Client,lil bro buzzflightyear wewinning  archivent ,"[{'label': 'neutral', 'score': 0.6512467265129089}]","I'm not sure if you're being serious or not, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.5872843861579895}]"
4004,4004,2013-02-04 17:35:18+00:00,0,0,0,Twitter Web Client,mr admit it kosher gtgt  archivent,"[{'label': 'neutral', 'score': 0.8693615794181824}]",I'm not sure what you mean by that.,"[{'label': 'negative', 'score': 0.5548035502433777}]"
4005,4005,2013-02-04 17:34:51+00:00,0,1,1,Twitter Web Client,chekk out my bros ephudson side of the site ,"[{'label': 'positive', 'score': 0.5217934846878052}]","I'm not your bro, bro.","[{'label': 'neutral', 'score': 0.5226211547851562}]"
4006,4006,2013-02-04 17:34:21+00:00,0,0,3,Twitter Web Client,ephudson kosher buzzflightyear skypadwar  archivent,"[{'label': 'neutral', 'score': 0.8984237909317017}]","I'm not sure if you're being serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.5123075246810913}]"
4007,4007,2013-02-04 17:25:17+00:00,0,0,1,Twitter Web Client,4 exklusive muzik & behind the scenes from me & my label mates buzzflightyear kosher & skypadwar go 2  archivent,"[{'label': 'neutral', 'score': 0.804657518863678}]",I'm a big fan of the skypadwar.,"[{'label': 'positive', 'score': 0.974260151386261}]"
4008,4008,2013-02-04 17:22:59+00:00,0,0,2,Twitter for Websites,young thug  via sharethis,"[{'label': 'neutral', 'score': 0.8956805467605591}]","I'm not a thug, I'm a thug.","[{'label': 'neutral', 'score': 0.6042631268501282}]"
4009,4009,2013-02-04 17:19:44+00:00,0,0,0,Twitter Web Client,twonbeatz thuggerthugger1gmail.com,"[{'label': 'neutral', 'score': 0.8054692149162292}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
4010,4010,2013-02-04 16:23:42+00:00,0,0,0,Twitter Web Client,terminallymill bool bool,"[{'label': 'neutral', 'score': 0.7483978271484375}]","I'm not sure if you're serious or not, but I'm going to go with the latter.","[{'label': 'neutral', 'score': 0.503639280796051}]"
4011,4011,2013-02-04 16:21:09+00:00,0,0,0,Twitter Web Client,terminallymill u shoot vids,"[{'label': 'neutral', 'score': 0.8858981728553772}]","I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious.","[{'label': 'negative', 'score': 0.5894821286201477}]"
4012,4012,2013-02-04 16:20:50+00:00,1,0,1,Twitter Web Client,done rt xcocainelver it would really make my day if i got a follow back fromyoungthugworld ,"[{'label': 'positive', 'score': 0.9574881196022034}]","done, upvote back","[{'label': 'neutral', 'score': 0.6978581547737122}]"
4013,4013,2013-02-04 16:19:41+00:00,3,4,20,Twitter Web Client,bonjour needs 2 be extended,"[{'label': 'neutral', 'score': 0.5963499546051025}]","I'm not sure if you're being serious, but I'm not sure if you're being serious, but I'm not sure if you're being serious, but I'm not sure if you're being serious.","[{'label': 'negative', 'score': 0.5404189825057983}]"
4014,4014,2013-02-04 15:59:49+00:00,0,1,0,Twitter Web Client,iam30roc thuggerthugger1gmail.com,"[{'label': 'neutral', 'score': 0.8358787298202515}]","I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious.","[{'label': 'negative', 'score': 0.5894821286201477}]"
4015,4015,2013-02-04 15:56:28+00:00,0,0,0,Twitter Web Client,loveeliaalaugh you dnt mean that iaintgotnoworries,"[{'label': 'negative', 'score': 0.7954174876213074}]","I'm sorry, I'm not sure what you mean.","[{'label': 'negative', 'score': 0.6650296449661255}]"
4016,4016,2013-02-04 15:54:16+00:00,5,1,4,Twitter Web Client,"lmao kuz icfn3 kame out july 4th.... dead rt kissmycashhoe i been waiting for icfn4 since july 5th, 2012.","[{'label': 'neutral', 'score': 0.4224286675453186}]",I'm sorry for your loss.,"[{'label': 'negative', 'score': 0.7973529100418091}]"
4017,4017,2013-02-04 15:53:42+00:00,1,1,0,Twitter Web Client,ik i dont follow nobody on ig but think about all da people yall dont fb one person not followin bakk wont hurt lmao ig thuggerthugger1,"[{'label': 'negative', 'score': 0.6491122841835022}]",I'm not following you.,"[{'label': 'negative', 'score': 0.5126540064811707}]"
4018,4018,2013-02-04 15:52:17+00:00,0,1,0,Twitter Web Client,kissmycashhoe im3cool true blood droppin 1st n thats real soon,"[{'label': 'positive', 'score': 0.7704070806503296}]",I'm in,"[{'label': 'neutral', 'score': 0.5031018257141113}]"
4019,4019,2013-02-04 15:51:39+00:00,0,0,0,Twitter Web Client,"lol my timeline poppin rt bitcheswantme2 youngthugworld has 6095 followers on instagram and follows not one person , lmao .","[{'label': 'neutral', 'score': 0.5464778542518616}]","I'm not sure if you're serious or not, but I'm pretty sure he's a troll.","[{'label': 'negative', 'score': 0.7461511492729187}]"
4020,4020,2013-02-04 15:50:59+00:00,0,0,2,Twitter for Websites,katkh a nikka brippin hitem w. dem ak46s  ola playa  s.l.i.m.e. feat. young thug smmplaya youngthugworld ,"[{'label': 'neutral', 'score': 0.8483264446258545}]","I'm not sure if you're serious or not, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.6291768550872803}]"
4021,4021,2013-02-04 15:50:35+00:00,0,0,4,Twitter for Websites,ola playa  s.l.i.m.e. feat. young thug smmplaya youngthugworld  via youtube,"[{'label': 'neutral', 'score': 0.8849034905433655}]","I'm not sure if you're serious, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.681525707244873}]"
4022,4022,2013-02-04 15:50:26+00:00,0,0,2,Twitter for Websites,heres the full song yall wanted blat  ola playa  s.l.i.m.e. feat. young thug smmplaya youngthugworld  via youtube,"[{'label': 'neutral', 'score': 0.7898107171058655}]","I'm not sure if you're serious, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.681525707244873}]"
4023,4023,2013-02-04 15:47:47+00:00,0,0,1,Twitter Web Client,kissmycashhoe buzzflightyear uh oh,"[{'label': 'positive', 'score': 0.5013697147369385}]",I'm not sure if I should be happy or sad that I'm not the only one who thought of this.,"[{'label': 'negative', 'score': 0.529900312423706}]"
4024,4024,2013-02-04 15:45:48+00:00,0,0,0,Twitter Web Client,bra soon rt mycheckisdope youngthugworld bra when u gonna make another mix tape ,"[{'label': 'neutral', 'score': 0.875324010848999}]",I'm working on it!,"[{'label': 'positive', 'score': 0.7648046016693115}]"
4025,4025,2013-02-04 15:43:25+00:00,0,1,3,Twitter Web Client,instagram thuggerthugger1,"[{'label': 'neutral', 'score': 0.7876649498939514}]","I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious.","[{'label': 'negative', 'score': 0.5894821286201477}]"
4026,4026,2013-02-04 15:42:29+00:00,0,1,1,Twitter Web Client,deadlybutsilent kno dat,"[{'label': 'neutral', 'score': 0.7601654529571533}]","I'm not sure if you're serious or not, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.6291768550872803}]"
4027,4027,2013-02-04 15:40:37+00:00,0,0,0,Twitter Web Client,shytopflight soon,"[{'label': 'neutral', 'score': 0.7034563422203064}]",I'm not sure if I should be excited or not.,"[{'label': 'neutral', 'score': 0.5190582871437073}]"
4028,4028,2013-02-04 15:40:31+00:00,0,1,1,Twitter Web Client,deadlybutsilent bomin soon,"[{'label': 'neutral', 'score': 0.8311203122138977}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
4029,4029,2013-02-04 15:37:55+00:00,1,0,2,Twitter Web Client,i was ur doktor kall me doktor thug,"[{'label': 'neutral', 'score': 0.6111103296279907}]",I was ur doktor kall me doktor thug,"[{'label': 'neutral', 'score': 0.7877156734466553}]"
4030,4030,2013-02-04 15:37:18+00:00,0,0,1,Twitter Web Client,feat. buzzflightyear rt djdlo gone have the time of ya life chargeup youngthugworld,"[{'label': 'positive', 'score': 0.8733988404273987}]",I'm so happy to see you're still around.,"[{'label': 'positive', 'score': 0.9869571924209595}]"
4031,4031,2013-02-04 15:35:52+00:00,1,2,0,Twitter Web Client,blockodakid thuggerthugger1gmail.com,"[{'label': 'neutral', 'score': 0.8128636479377747}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
4032,4032,2013-02-04 15:34:59+00:00,7,1,3,Twitter Web Client,yall need 2 wake up timeline wanna grab a molly kyrus ,"[{'label': 'neutral', 'score': 0.6350929141044617}]",I'm down,"[{'label': 'neutral', 'score': 0.6064284443855286}]"
4033,4033,2013-02-04 15:33:18+00:00,1,1,1,Twitter Web Client,morning mommy rt loveeliaalaugh youngthugworld good morning boo ,"[{'label': 'positive', 'score': 0.9665923118591309}]",Morning!!!,"[{'label': 'positive', 'score': 0.9341181516647339}]"
4034,4034,2013-02-04 15:32:05+00:00,1,1,1,Twitter Web Client,loveeliaalaugh first tweet i see when i log in,"[{'label': 'neutral', 'score': 0.6081603765487671}]",I see it too,"[{'label': 'neutral', 'score': 0.8055488467216492}]"
4035,4035,2013-02-04 13:30:28+00:00,1,1,1,Gremlin Social,video skypadwar  everthang on me  via archivepromo archivent arcent,"[{'label': 'neutral', 'score': 0.903584361076355}]","I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but I'm serious.","[{'label': 'negative', 'score': 0.4891860783100128}]"
4036,4036,2013-02-04 09:30:11+00:00,6,1,1,TweetDeck,good morning & good night make sure yall fw my lil bro buzzflightyear as he ridethebeat lil silk  ride the beat ,"[{'label': 'positive', 'score': 0.9563305974006653}]",I'm not sure if I'm ready for this.,"[{'label': 'negative', 'score': 0.7743722200393677}]"
4037,4037,2013-02-04 08:58:00+00:00,0,1,0,Twitter for iPhone,roadrunnaplaya wat5 brackin youngthugworldblat,"[{'label': 'neutral', 'score': 0.6358397603034973}]","I'm not sure if you're serious or not, but I'm going to assume you're serious.","[{'label': 'neutral', 'score': 0.6109818816184998}]"
4038,4038,2013-02-04 08:54:38+00:00,1,0,10,Twitter for iPhone,bloods dont thank im trippin,"[{'label': 'negative', 'score': 0.8948779106140137}]",I'm not trippin,"[{'label': 'neutral', 'score': 0.689568042755127}]"
4039,4039,2013-02-04 08:53:06+00:00,0,1,6,Twitter for iPhone,young thug  let me live,"[{'label': 'positive', 'score': 0.7699849009513855}]","I'm a thug, I'm a thug, I'm a thug, I'm a thug, I'm a thug, I'm a thug, I'm a thug, I'm a thug, I'm a thug, I'm a thug, I'm a thug, I'm a thug","[{'label': 'negative', 'score': 0.6380631327629089}]"
4040,4040,2013-02-04 08:52:38+00:00,0,1,0,Twitter for iPhone,purrdylaylayxxx ,"[{'label': 'neutral', 'score': 0.5370997190475464}]","I'm not sure if you're being serious or not, but I'm pretty sure that's a bot.","[{'label': 'negative', 'score': 0.7486741542816162}]"
4041,4041,2013-02-04 08:52:02+00:00,4,0,5,Twitter for iPhone,baby baby baby,"[{'label': 'positive', 'score': 0.45734313130378723}]",Baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby baby,"[{'label': 'neutral', 'score': 0.5319638848304749}]"
4042,4042,2013-02-04 08:48:53+00:00,0,0,0,Twitter for iPhone,teamneka u krushing,"[{'label': 'neutral', 'score': 0.8535948991775513}]",Teamneka u krushing,"[{'label': 'neutral', 'score': 0.8129876852035522}]"
4043,4043,2013-02-04 08:46:43+00:00,0,0,0,Twitter for iPhone,teamneka yayers,"[{'label': 'positive', 'score': 0.7117140889167786}]",Teamneka yayers,"[{'label': 'neutral', 'score': 0.7556405663490295}]"
4044,4044,2013-02-04 08:43:21+00:00,0,0,0,Twitter for iPhone,teamneka oh your a mean kamper,"[{'label': 'negative', 'score': 0.8946324586868286}]",I'm a mean kamper,"[{'label': 'negative', 'score': 0.8580334782600403}]"
4045,4045,2013-02-04 08:42:16+00:00,0,0,0,Twitter for iPhone,nashnotfree youngthugworld whats ya instagram so i can tag you in this screenshot.thuggerthugger1,"[{'label': 'neutral', 'score': 0.906556248664856}]",I'm not on Instagram.,"[{'label': 'neutral', 'score': 0.7735188007354736}]"
4046,4046,2013-02-04 08:42:03+00:00,1,0,0,Twitter for iPhone,teamneka lol well since u aint doin shit go to youtube n type n young thug ,"[{'label': 'negative', 'score': 0.53413987159729}]",I'm not doing anything.,"[{'label': 'negative', 'score': 0.5033684968948364}]"
4047,4047,2013-02-04 08:41:19+00:00,1,1,0,Twitter for iPhone,nashnotfree gotkha,"[{'label': 'neutral', 'score': 0.8273199200630188}]","I'm not sure if you're serious, but Nashnotfree gotkha is a joke.","[{'label': 'negative', 'score': 0.885665774345398}]"
4048,4048,2013-02-04 08:39:28+00:00,0,0,1,Twitter for iPhone,teamneka boolin boolin wats funny lol,"[{'label': 'neutral', 'score': 0.5837098360061646}]","I'm not sure if you're serious or not, but I'm pretty sure that's a reference to the movie The Big Lebowski.","[{'label': 'neutral', 'score': 0.6826139688491821}]"
4049,4049,2013-02-04 08:37:33+00:00,0,0,1,Twitter for iPhone,teamneka babyyyyyyyyes,"[{'label': 'neutral', 'score': 0.6312916874885559}]",Teamneka is the best,"[{'label': 'positive', 'score': 0.9744764566421509}]"
4050,4050,2013-02-04 08:36:23+00:00,1,4,2,Twitter for iPhone,xxlilolehippie youngthugworld whats your favorite song of yourswhatever your fav is,"[{'label': 'neutral', 'score': 0.7735468149185181}]",I'm not sure what you're asking.,"[{'label': 'neutral', 'score': 0.5793014168739319}]"
4051,4051,2013-02-04 08:36:04+00:00,0,1,0,Twitter for iPhone,kwonycash u know u good for it,"[{'label': 'positive', 'score': 0.9361376762390137}]",I'm not good for it.,"[{'label': 'negative', 'score': 0.8478677272796631}]"
4052,4052,2013-02-04 08:29:24+00:00,0,1,0,Twitter for iPhone,kwonycash watch this doe.... remember this day feb.4 i told u.. im all u gone be hearing n seeing 4 a couple months dontsleep,"[{'label': 'neutral', 'score': 0.7683301568031311}]","I'm not sure if you're serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.47352126240730286}]"
4053,4053,2013-02-04 08:27:59+00:00,1,0,3,Twitter for iPhone,vicrich i swea to god that  youngthugworld  let me live so hardtruth,"[{'label': 'neutral', 'score': 0.4942713975906372}]","I'm not sure if you're serious or not, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.6291768550872803}]"
4054,4054,2013-02-04 08:27:47+00:00,2,1,2,Twitter for iPhone,scoob2ofem youngthugworld keep killn shit big homie .. we waiting for dat icfn4.. fuck a feature go n onna whole tape .. blattokbool,"[{'label': 'neutral', 'score': 0.4567316174507141}]","I'm not sure if you're serious or not, but I'm pretty sure that's not a real person.","[{'label': 'negative', 'score': 0.8534347414970398}]"
4055,4055,2013-02-04 08:26:10+00:00,1,0,1,Twitter for iPhone,bossahhpeaches youngthugworld lip piercings are sexy afthx mommy,"[{'label': 'positive', 'score': 0.965901792049408}]","I'm not your mommy, bro.","[{'label': 'negative', 'score': 0.5432252287864685}]"
4056,4056,2013-02-04 08:22:59+00:00,0,1,0,Twitter for iPhone,justq00 youngthugworld thuggawas brakkn,"[{'label': 'neutral', 'score': 0.624780535697937}]","I'm not sure if you're serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.47352126240730286}]"
4057,4057,2013-02-04 08:22:17+00:00,1,1,1,Twitter for iPhone,scoob2ofem youngthugworld u da mf truth thug ive been told,"[{'label': 'positive', 'score': 0.6331762075424194}]",I'm not a rapper,"[{'label': 'neutral', 'score': 0.6307119727134705}]"
4058,4058,2013-02-04 08:22:07+00:00,0,0,0,Twitter for iPhone,lilsassyred thugga thugga babyy  youngthugworldthats me i think,"[{'label': 'positive', 'score': 0.6996245980262756}]","I'm not sure if you're serious or not, but I'm pretty sure that's a reference to the song Lil Wayne wrote.","[{'label': 'neutral', 'score': 0.7422820329666138}]"
4059,4059,2013-02-04 08:18:45+00:00,27,6,26,Twitter for iPhone,get yall ass up n tweet me dammit,"[{'label': 'negative', 'score': 0.831863522529602}]","I'm not sure if you're serious or not, but I'm gonna go with the latter.","[{'label': 'neutral', 'score': 0.5086073279380798}]"
4060,4060,2013-02-04 08:18:31+00:00,0,2,0,Twitter for iPhone,dgilly youngthugworld what up browat it do,"[{'label': 'neutral', 'score': 0.9123624563217163}]","I'm not sure what you're trying to say, but I'm not sure what you're trying to say either.","[{'label': 'negative', 'score': 0.7615373730659485}]"
4061,4061,2013-02-04 08:17:06+00:00,0,0,1,Twitter for iPhone,yall go follow my lil bizzle bosscrewqua right na,"[{'label': 'positive', 'score': 0.6900628209114075}]",I'm not a rapper,"[{'label': 'neutral', 'score': 0.6307119727134705}]"
4062,4062,2013-02-04 08:08:27+00:00,0,0,4,Twitter for iPhone,song  the end of grind mode  ola playa  s.l.i.m.e. feat. young thug smmplaya youngthugworld  via youtube,"[{'label': 'neutral', 'score': 0.899730920791626}]","I'm not sure if you're serious, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.681525707244873}]"
4063,4063,2013-02-04 08:07:41+00:00,0,1,2,Twitter for iPhone,ola playa  s.l.i.m.e. feat. young thug smmplaya youngthugworld  via youtube,"[{'label': 'neutral', 'score': 0.8862441778182983}]","I'm not sure if you're serious, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.681525707244873}]"
4064,4064,2013-02-04 08:04:06+00:00,0,1,0,Twitter for iPhone,blacczaccdme youngthugworld lets work my ghit up archivent,"[{'label': 'neutral', 'score': 0.6971664428710938}]","I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure.","[{'label': 'negative', 'score': 0.6108046770095825}]"
4065,4065,2013-02-04 08:03:53+00:00,2,3,0,Twitter for iPhone,nashnotfree email me slime song bro thuggerthugger1gmail.com,"[{'label': 'neutral', 'score': 0.7080543637275696}]",I sent you a message,"[{'label': 'neutral', 'score': 0.8521998524665833}]"
4066,4066,2013-02-04 07:05:40+00:00,1,1,0,Twitter for iPhone,izzetheproducer thuggerthugger1gmail.com,"[{'label': 'neutral', 'score': 0.8062583208084106}]","I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure if you're serious or not, but I'm not sure.","[{'label': 'negative', 'score': 0.6108046770095825}]"
4067,4067,2013-02-04 07:04:21+00:00,0,0,0,Twitter for iPhone,izzetheproducer youngthugworld hit me dm bruhwasup,"[{'label': 'neutral', 'score': 0.867933452129364}]",I'll hit you up,"[{'label': 'neutral', 'score': 0.766204833984375}]"
4068,4068,2013-02-04 07:04:00+00:00,0,0,1,Twitter for iPhone,stifffffaf waitin on youngthugworld to drop sum bllaaatt,"[{'label': 'neutral', 'score': 0.735589325428009}]",I'm waiting for the new album to drop.,"[{'label': 'positive', 'score': 0.6592176556587219}]"
4069,4069,2013-02-04 07:03:53+00:00,1,0,0,Twitter for iPhone,adoremyycouture youngthugworld i cant find let me live in youtube no more can you send me the link ,"[{'label': 'negative', 'score': 0.710249125957489}]","I'm not sure if you're serious, but I'm pretty sure that's a bot.","[{'label': 'negative', 'score': 0.792626142501831}]"
4070,4070,2013-02-04 06:59:16+00:00,0,1,3,Twitter for iPhone, metro lanes,"[{'label': 'neutral', 'score': 0.5168096423149109}]","I'm not sure if you're serious, but I'm pretty sure that's a joke.","[{'label': 'negative', 'score': 0.681525707244873}]"
4071,4071,2013-02-04 05:42:23+00:00,0,0,1,Twitter for iPhone,shandifromny youngthugworld is that nigga. chorus on the against me song.... man. did you hear let me live ,"[{'label': 'positive', 'score': 0.6867997646331787}]","I did, but I don't think it's the same song.","[{'label': 'neutral', 'score': 0.7083511352539062}]"
4072,4072,2013-02-04 02:44:12+00:00,0,0,15,TweetDeck,biggest superbowl after party is at metrolanes 1959 metropolitan pkwy atl ga instagramsunday metro lanes  turn up,"[{'label': 'positive', 'score': 0.9043721556663513}]",I'm going to try and make it. I'm going to be at the Metrolanes on Saturday.,"[{'label': 'positive', 'score': 0.6047580242156982}]"
4073,4073,2013-02-04 02:20:04+00:00,0,0,0,Twitter Web Client,realtruth87 follow bakk,"[{'label': 'neutral', 'score': 0.8671190738677979}]",I'll add you when I get home,"[{'label': 'neutral', 'score': 0.7143703699111938}]"
4074,4074,2013-02-04 02:06:31+00:00,1,0,2,Twitter Web Client,lol buzzflightyear rt xcocainelver lil silk sound just like young thug,"[{'label': 'neutral', 'score': 0.7892555594444275}]","I'm not sure if you're serious or not, but I'm going to upvote you because I love you.","[{'label': 'positive', 'score': 0.7618746161460876}]"
4075,4075,2013-02-04 00:24:08+00:00,4,2,10,Twitter for iPhone,"stfudoratweetn if the falcons would of been at super bowl young scooter , young thug, and rich kidz would perform and jeezy","[{'label': 'neutral', 'score': 0.795138955116272}]","I'm not sure if you're serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.47352126240730286}]"
4076,4076,2013-02-03 23:56:27+00:00,0,1,1,Twitter for iPhone,loveeliaalaugh you suppose to be watching it with me.  youngthugworld super bowl timeomw,"[{'label': 'negative', 'score': 0.7492159605026245}]",I'm watching it with you.,"[{'label': 'neutral', 'score': 0.7233269810676575}]"
4077,4077,2013-02-03 23:32:43+00:00,7,1,25,Twitter for iPhone,super bowl time,"[{'label': 'positive', 'score': 0.5321866273880005}]",I'm not sure if I should be happy or sad that I'm not going to be able to watch this game.,"[{'label': 'negative', 'score': 0.8301089406013489}]"
4078,4078,2013-02-03 23:23:25+00:00,0,0,2,Gremlin Social,np skypadwar  twisted single on soundcloud  ,"[{'label': 'neutral', 'score': 0.8579021692276001}]",Thanks for the support!,"[{'label': 'positive', 'score': 0.972862720489502}]"
4079,4079,2013-02-03 22:57:50+00:00,0,1,2,TweetDeck,got it on replay lil silk  ride the beat  ,"[{'label': 'positive', 'score': 0.692343533039093}]",I'm so happy I got to see this live.,"[{'label': 'positive', 'score': 0.9877276420593262}]"
4080,4080,2013-02-03 22:21:17+00:00,0,0,0,Twitter for iPhone,iamswoo how much you charging for a ft youngthugworld archivent,"[{'label': 'neutral', 'score': 0.9434738159179688}]","I'm not sure, I'm not sure if I'm going to sell it.","[{'label': 'negative', 'score': 0.6751025319099426}]"
4081,4081,2013-02-03 22:09:40+00:00,104,1,95,Tweetbot for iOS,im goin for the dese nuts,"[{'label': 'positive', 'score': 0.8875106573104858}]",I'm going for the dee nuts,"[{'label': 'neutral', 'score': 0.6370112299919128}]"
4082,4082,2013-02-03 22:09:12+00:00,0,0,0,Twitter for iPhone,yunghunnahmg thuggerthugger1gmail.com,"[{'label': 'neutral', 'score': 0.8487062454223633}]","I'm not sure if you're serious or not, but I'm going to guess you're serious.","[{'label': 'neutral', 'score': 0.5658105611801147}]"
4083,4083,2013-02-03 21:41:18+00:00,3,3,2,Twitter for iPhone,stfudoratweetn me loveeliaalaugh and youngthugworld eating good  kant share a 10p,"[{'label': 'negative', 'score': 0.6835068464279175}]","I'm not sure if you're serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.47352126240730286}]"
4084,4084,2013-02-03 21:14:33+00:00,0,1,1,Twitter for iPhone,1acedakid youngthugworld fb i need a featurehit up archivent,"[{'label': 'neutral', 'score': 0.8818935751914978}]",I'll add you when I get home,"[{'label': 'neutral', 'score': 0.7143703699111938}]"
4085,4085,2013-02-03 21:09:45+00:00,0,3,3,Twitter for iPhone,stfudoratweetn at american deli with liahey lia lemme get a 10 p hot w lemon peppa sprinkle mommy,"[{'label': 'neutral', 'score': 0.6630682945251465}]","I'm not sure if you're serious or not, but I'm going to upvote you anyway.","[{'label': 'neutral', 'score': 0.47352126240730286}]"
4086,4086,2013-02-03 20:55:38+00:00,0,1,3,Twitter for iPhone,hhdmpookie prettyolejae youngthugworld meenot wit that brippin shytuh oh,"[{'label': 'neutral', 'score': 0.7578653693199158}]","I'm not sure what you're trying to say, but I'm not sure what you're trying to say either.","[{'label': 'negative', 'score': 0.7615373730659485}]"
