date,likes,replies,retweets,source,tweet,ai_reply,time_of_day,month,tweet_sent,tweet_score,reply_sent,reply_score
2012-09-02 12:28:57+00:00,3,3,10,Echofon,when you on bleavland u gotta play that jungle icfn part 1,I'm on it!,afternoon,September,neutral,0.8380550742149353,positive,0.6859131455421448
2012-09-02 12:23:19+00:00,0,0,0,Echofon,damn right rt diegolilbuddy i see youngthugworld all down my tl....,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",afternoon,September,neutral,0.6046437621116638,negative,0.6291768550872803
2012-09-02 12:22:59+00:00,0,0,0,Echofon,rt nicolecuteass vibing to youngthugworld amplt3,"I'm not sure if you're serious or not, but I'm going to upvote you anyway.",afternoon,September,positive,0.5910559296607971,neutral,0.47352126240730286
2012-09-02 12:21:26+00:00,1,0,0,Echofon,djduke my bad bruh been busy,"No worries, I'm sure you'll get it soon.",afternoon,September,negative,0.5069718360900879,positive,0.8675581216812134
2012-09-02 12:18:56+00:00,6,1,17,Echofon,bonjour my friends ,Bonjour my friends,afternoon,September,positive,0.758087694644928,positive,0.6288266777992249
2012-09-02 12:18:15+00:00,1,0,3,Echofon,remember that blattt rt stickman305 highxclass youngthugworld rich is for bitches wealth is for bosses,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",afternoon,September,neutral,0.518827497959137,negative,0.6291768550872803
2012-09-02 12:15:35+00:00,33,0,49,Echofon,thugga thugga baby,"I'm not a thug, I'm a thugga",afternoon,September,positive,0.7249307036399841,neutral,0.6225549578666687
2012-09-01 20:50:32+00:00,0,0,2,Gremlin Social,young thug achieve ft. teezie dolla official video  via archivent,"I'm not sure if you're serious, but I'm pretty sure that's a joke.",evening,September,neutral,0.8933632969856262,negative,0.681525707244873
2012-09-01 20:40:30+00:00,0,0,1,Gremlin Social,hollyhood  truereligionp  ft youngthugworld & skypadwar by archivent via soundcloud ,"I'm not sure if you're serious or not, but I'm going to upvote you anyway.",evening,September,neutral,0.871652364730835,neutral,0.47352126240730286
2012-09-01 20:37:34+00:00,1,0,1,Instagram,swagg ,"I'm not sure if you're serious, but I'm pretty sure that's a swaggers.",evening,September,positive,0.7014636993408203,negative,0.47906070947647095
2012-09-01 20:34:27+00:00,0,0,3,Gremlin Social,ayyyyeee man salute the djs man any dj that needs my music hit me up so i can send it to you.  404 804 5579,"I'm a DJ, I'll send you a PM.",evening,September,positive,0.9601641893386841,neutral,0.8524944186210632
2012-09-01 19:47:06+00:00,91,4,106,Twitter for iPhone,geeked on the molly dont tell nobody ,"I'm not a fan of the molly, but I'm not going to tell anyone.",evening,September,positive,0.6873512864112854,negative,0.8287580609321594
2012-09-01 19:12:27+00:00,0,1,0,Gremlin Social,for booking contact 404 804 5579 archivent email archivebookinggmail.com,"Thanks, I'll try that.",evening,September,neutral,0.8866704106330872,positive,0.8103771805763245
2012-09-01 18:48:21+00:00,0,0,2,Gremlin Social,you gotta salute the djs they take the time to spin our musik in the mix. musik101,"I'm not a DJ, but I'll take your word for it.",evening,September,positive,0.7713610529899597,neutral,0.7668672204017639
2012-09-01 17:45:37+00:00,0,1,1,Gremlin Social,mixtape youngthugworld  i came from nothing  get it live  indytapes swampizzo,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",evening,September,neutral,0.8477389216423035,negative,0.6291768550872803
2012-09-01 16:47:22+00:00,0,0,8,Gremlin Social,congrats dj swamp izzo & young thug i came from nothing 2 5 on mtv top 5 mixtapes of the year ,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",afternoon,September,positive,0.9664229154586792,negative,0.6291768550872803
2012-09-01 16:46:31+00:00,0,1,0,Twitter for Mac,lickthistweet1 why would you eva leave.,"I'm not leaving, I'm just not playing anymore.",afternoon,September,neutral,0.6626931428909302,negative,0.49059051275253296
2012-09-01 16:46:01+00:00,0,0,1,Twitter for Mac,clydeeee thats how u tun up blattt,"I'm not sure if you're being serious or not, but I'm pretty sure that's how you tune up a cat.",afternoon,September,positive,0.6843558549880981,neutral,0.6120197772979736
2012-09-01 16:45:09+00:00,4,1,7,Twitter for Mac,keep goin and keep thuggin it dontstopme,I'm gonna keep going and keep thuggin it don'tstopme,afternoon,September,positive,0.8511849641799927,positive,0.5494763851165771
2012-09-01 16:40:31+00:00,0,2,1,Gremlin Social,mixtape youngthugworld  i came from nothing 2  get it live  indytapes swampizzo,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",afternoon,September,neutral,0.8434622287750244,negative,0.6291768550872803
2012-09-01 16:32:23+00:00,1,1,1,Gremlin Social,mixtape youngthugworld  i came from nothing 3  get it live  livemixtapes swampizzo,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",afternoon,September,neutral,0.8224883675575256,negative,0.6291768550872803
2012-09-01 16:30:42+00:00,0,0,0,Gremlin Social,salute the label subscribe today. gtgtgt ,I'm in!,afternoon,September,positive,0.5100563764572144,positive,0.8281314373016357
2012-09-01 13:32:37+00:00,0,0,0,Twitter for iPhone,peeweelongway youngthugworld youngstebo what it dowy big bro,"I'm not sure if you're serious or not, but I'm going to upvote you anyway.",afternoon,September,neutral,0.9027251601219177,neutral,0.47352126240730286
2012-09-01 13:32:01+00:00,1,0,0,Twitter for iPhone,youngstebo rt youngthugworld youngstebo peeweelongway yezzirwhat up with u bros ltvampinwy,"I'm not your bro, bro.",afternoon,September,neutral,0.8161458373069763,neutral,0.5226211547851562
2012-09-01 12:31:17+00:00,0,0,8,Gremlin Social,congrats dj swamp izzo & young thug i came from nothing 2 5 on mtv top 5 mixtapes of the year  via archivent,"I'm a big fan of your work, man.",afternoon,September,positive,0.9646222591400146,positive,0.9850271940231323
2012-09-01 11:54:30+00:00,0,2,0,Twitter for iPhone,youngstebo peeweelongway yezzirwhat up with u bros ,"I'm not your bro, bro.",morning,September,neutral,0.6459165811538696,neutral,0.5226211547851562
2012-09-01 03:57:11+00:00,0,2,1,Gremlin Social,ayyyyeee man salute the djs man any dj that needs my music hit me up so i can send it to you.  404 804 5579,"I'm a DJ, I'll send you a PM.",night,September,positive,0.9601641893386841,neutral,0.8524944186210632
2012-09-01 01:56:07+00:00,0,0,5,Gremlin Social,young thug  youngthugworld  my life ft rocko4real & playa  via archivent,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",night,September,neutral,0.88409423828125,negative,0.6291768550872803
2012-09-01 01:14:06+00:00,0,2,5,Twitter for iPhone,refill,I'm not sure what you mean by that.,night,September,neutral,0.5340948104858398,negative,0.5548035502433777
2012-09-01 00:58:09+00:00,0,1,4,Gremlin Social,young thug achieve ft. teezie dolla official video  via youtube,"I'm not sure if you're serious, but I'm pretty sure that's a joke.",night,September,neutral,0.8874688744544983,negative,0.681525707244873
2012-09-01 00:35:39+00:00,0,0,2,Twitter for iPhone,i dont like,I don't like you,night,September,negative,0.8815008401870728,negative,0.7607060074806213
2012-09-01 00:15:37+00:00,0,0,5,Facebook,designa baby in my buzzflightyear voi5e,I'm a fan of the designa baby.,night,September,positive,0.6110520958900452,positive,0.964945375919342
2012-09-01 00:14:58+00:00,0,1,2,Facebook,yves saint laurent ysl ,Saint laurent is a great place to eat.,night,September,neutral,0.9373075366020203,positive,0.977108359336853
2012-09-01 00:13:41+00:00,1,0,1,Facebook,,,night,September,neutral,0.7754588723182678,NA,NA
2012-09-01 00:12:33+00:00,0,0,0,Facebook,,,night,September,neutral,0.7926669716835022,NA,NA
2012-08-31 23:47:55+00:00,14,2,33,TweetDeck,i am thugga,I'm a thugga,night,August,neutral,0.5490727424621582,neutral,0.5747339725494385
2012-08-31 22:55:10+00:00,0,0,2,Gremlin Social,young thug achieve ft. teezie dolla official video  via archivent,"I'm not sure if you're serious, but I'm pretty sure that's a joke.",night,August,neutral,0.8959452509880066,negative,0.681525707244873
2012-08-31 22:49:08+00:00,0,0,0,Gremlin Social,mixtape youngthugworld  i came from nothing 3  get it live  livemixtapes archivent bobbyexpress,"I'm not sure if you're serious, but I'm pretty sure that's a joke.",night,August,neutral,0.8210827708244324,negative,0.681525707244873
2012-08-31 22:46:08+00:00,0,0,2,Gremlin Social,check me out on reverbnation.   ,I will!,night,August,neutral,0.7476646900177002,positive,0.7635334730148315
2012-08-31 22:33:08+00:00,0,2,2,Gremlin Social,new artist yt aka young thug on the rise to success audio  via freddyo,"I'm not sure if you're serious, but I'm pretty sure that's not the same artist.",night,August,positive,0.6612004637718201,negative,0.5816905498504639
2012-08-31 21:06:25+00:00,0,0,0,Instagram,me and itsmaxxbitches boolin ,"I'm not sure if you're serious or not, but I'm going to assume you're serious.",night,August,positive,0.6341636180877686,neutral,0.6109818816184998
2012-08-31 21:02:05+00:00,0,2,1,Instagram,me and itsmaxxbitches boolin ,"I'm not sure if you're serious or not, but I'm going to assume you're serious.",night,August,positive,0.8413782715797424,neutral,0.6109818816184998
2012-08-31 20:51:21+00:00,0,0,0,Gremlin Social,young thug achieve ft. teezie dolla official video  via archivent,"I'm not sure if you're serious, but I'm pretty sure that's a joke.",evening,August,neutral,0.8933632969856262,negative,0.681525707244873
2012-08-31 20:41:12+00:00,0,0,2,Gremlin Social,hollyhood  truereligionp  ft youngthugworld & skypadwar by archivent via soundcloud ,"I'm not sure if you're serious or not, but I'm going to upvote you anyway.",evening,August,neutral,0.871652364730835,neutral,0.47352126240730286
2012-08-31 20:35:07+00:00,0,1,0,Gremlin Social,ayyyyeee man salute the djs man any dj that needs my music hit me up so i can send it to you.  404 804 5579,"I'm a DJ, I'll send you a PM.",evening,August,positive,0.9601641893386841,neutral,0.8524944186210632
2012-08-31 20:24:05+00:00,0,0,1,Gremlin Social,young thug  youngthugworld icfn2 keepgoing ft  therealcashout  cah out  via archivent,"I'm not sure if you're serious or not, but I'm going to upvote you anyway.",evening,August,neutral,0.8711560964584351,neutral,0.47352126240730286
2012-08-31 19:19:04+00:00,0,0,1,Gremlin Social,mixtape youngthugworld  i came from nothing 3  get it live  livemixtapes swampizzo,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",evening,August,neutral,0.8224883675575256,negative,0.6291768550872803
2012-08-31 19:13:11+00:00,0,0,1,Gremlin Social,for booking contact 404 804 5579 archivent email archivebookinggmail.com,"Thanks, I'll try that.",evening,August,neutral,0.8866704106330872,positive,0.8103771805763245
2012-08-31 18:51:09+00:00,0,1,1,Gremlin Social,mixtape youngthugworld  i came from nothing 3  get it live  livemixtapes archivent bobbyexpress,"I'm not sure if you're serious, but I'm pretty sure that's a joke.",evening,August,neutral,0.8210827708244324,negative,0.681525707244873
2012-08-31 18:49:00+00:00,0,0,2,Gremlin Social,you gotta salute the djs they take the time to spin our musik in the mix. musik101,"I'm not a DJ, but I'll take your word for it.",evening,August,positive,0.7713610529899597,neutral,0.7668672204017639
2012-08-31 18:35:04+00:00,0,2,0,Gremlin Social,booking call archivent 404 804 5579 email your information to archivebookinggmail.com,Thanks! I'll try that.,evening,August,neutral,0.8669118881225586,positive,0.8649501204490662
2012-08-31 18:30:01+00:00,0,1,2,Gremlin Social,request keep goin on your local radio stations.,I'm not sure if I should be offended or not.,evening,August,neutral,0.733742892742157,negative,0.6600649356842041
2012-08-31 17:46:20+00:00,0,3,2,Gremlin Social,mixtape youngthugworld  i came from nothing  get it live  indytapes swampizzo,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",evening,August,neutral,0.8477389216423035,negative,0.6291768550872803
2012-08-31 16:52:27+00:00,2,0,7,Twitter for iPhone,foreignfriends,"I'm not sure if you're serious, but I'm pretty sure that's a joke.",afternoon,August,neutral,0.7196577191352844,negative,0.681525707244873
2012-08-31 16:48:03+00:00,1,0,2,Gremlin Social,congrats dj swamp izzo & young thug i came from nothing 2 5 on mtv top 5 mixtapes of the year ,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",afternoon,August,positive,0.9664229154586792,negative,0.6291768550872803
2012-08-31 16:41:09+00:00,0,1,2,Gremlin Social,mixtape youngthugworld  i came from nothing 2  get it live  indytapes swampizzo,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",afternoon,August,neutral,0.8434622287750244,negative,0.6291768550872803
2012-08-31 16:33:03+00:00,0,1,2,Gremlin Social,mixtape youngthugworld  i came from nothing 3  get it live  livemixtapes swampizzo,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",afternoon,August,neutral,0.8224883675575256,negative,0.6291768550872803
2012-08-31 16:31:20+00:00,0,0,1,Gremlin Social,salute the label subscribe today. gtgtgt ,I'm in!,afternoon,August,positive,0.5100563764572144,positive,0.8281314373016357
2012-08-31 16:29:05+00:00,0,0,1,Gremlin Social,young thug  admit ft. skypadwar & kosher studio performance  via archivent,"I'm not sure if you're serious, but I'm pretty sure that's a joke.",afternoon,August,neutral,0.9156266450881958,negative,0.681525707244873
2012-08-31 13:08:30+00:00,0,2,0,Twitter for iPhone,twitter is not used for private info. therefor im unfollowing some omfers,I'm not following you.,afternoon,August,neutral,0.5374854207038879,negative,0.5126540064811707
2012-08-31 13:08:01+00:00,2,0,2,Gremlin Social,1future  tony montana remix ft. young thug & drake  via youtube,"I'm not a fan of the future remix, but I do like the other two.",afternoon,August,neutral,0.8853015899658203,neutral,0.6208409667015076
2012-08-31 12:31:58+00:00,2,1,9,Gremlin Social,congrats dj swamp izzo & young thug i came from nothing 2 5 on mtv top 5 mixtapes of the year  via archivent,"I'm a big fan of your work, man.",afternoon,August,positive,0.9646222591400146,positive,0.9850271940231323
2012-08-31 05:31:07+00:00,0,0,1,Gremlin Social,for booking for shows contact 404 804 5579 or send detailed information to archivebookinggmail.com,"Thanks, I'll try that.",early morning,August,neutral,0.8793342709541321,positive,0.8103771805763245
2012-08-31 03:57:50+00:00,0,0,0,Gremlin Social,ayyyyeee man salute the djs man any dj that needs my music hit me up so i can send it to you.  404 804 5579,"I'm a DJ, I'll send you a PM.",night,August,positive,0.9601641893386841,neutral,0.8524944186210632
2012-08-31 03:08:55+00:00,0,3,10,Echofon,so the ladies love keep going w therealcashout,I'm a lady and I love it.,night,August,positive,0.9523046612739563,positive,0.9712417125701904
2012-08-31 03:05:19+00:00,34,5,45,Echofon,chiefkeef & youngthugworld thats what yall wanna see,"I'm not sure if you're serious or not, but I'm pretty sure that's not what he's saying.",night,August,neutral,0.9009705781936646,negative,0.6223903298377991
2012-08-31 03:03:32+00:00,1,28,1,Echofon,if u kould pik one of my songs whikh is your favorite,"I don't know, I don't really listen to music.",night,August,neutral,0.7752465605735779,neutral,0.7032803893089294
2012-08-31 02:28:45+00:00,15,1,13,Twitter for iPhone,smokin it with my lil homie jaszprettyaf  ,"I'm not even a fan of the guy, but I'm glad he's doing well.",night,August,positive,0.8046777844429016,positive,0.4378393590450287
2012-08-31 02:08:32+00:00,1,0,3,Twitter for iPhone,what up to all my oldskool followers,I'm here,night,August,positive,0.6124141216278076,neutral,0.6042206287384033
2012-08-31 01:56:47+00:00,1,1,4,Gremlin Social,young thug  youngthugworld  my life ft rocko4real & playa  via archivent,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",night,August,neutral,0.88409423828125,negative,0.6291768550872803
2012-08-31 01:04:13+00:00,1,0,2,Facebook,young thug icfn3 listening party ,I'm in,night,August,neutral,0.8785180449485779,neutral,0.5031018257141113
2012-08-31 00:58:48+00:00,0,0,2,Gremlin Social,young thug achieve ft. teezie dolla official video  via youtube,"I'm not sure if you're serious, but I'm pretty sure that's a joke.",night,August,neutral,0.8874688744544983,negative,0.681525707244873
2012-08-30 22:55:50+00:00,0,0,1,Gremlin Social,young thug achieve ft. teezie dolla official video  via archivent,"I'm not sure if you're serious, but I'm pretty sure that's a joke.",night,August,neutral,0.8959452509880066,negative,0.681525707244873
2012-08-30 22:49:48+00:00,1,3,3,Gremlin Social,mixtape youngthugworld  i came from nothing 3  get it live  livemixtapes archivent bobbyexpress,"I'm not sure if you're serious, but I'm pretty sure that's a joke.",night,August,neutral,0.8210827708244324,negative,0.681525707244873
2012-08-30 22:49:26+00:00,4,1,7,Twitter for Mac,i think she workin bruh,I think she workin bruh,night,August,neutral,0.847186267375946,neutral,0.847186267375946
2012-08-30 22:46:47+00:00,0,0,0,Gremlin Social,check me out on reverbnation.   ,I will!,night,August,neutral,0.7476646900177002,positive,0.7635334730148315
2012-08-30 22:33:49+00:00,0,0,0,Gremlin Social,new artist yt aka young thug on the rise to success audio  via freddyo,"I'm not sure if you're serious, but I'm pretty sure that's not the same artist.",night,August,positive,0.6612004637718201,negative,0.5816905498504639
2012-08-30 21:48:20+00:00,0,0,1,Instagram,karteldk and i   ,Karteldk and I   ,night,August,neutral,0.6483436226844788,neutral,0.9375038146972656
2012-08-30 20:50:52+00:00,0,0,2,Gremlin Social,young thug achieve ft. teezie dolla official video  via archivent,"I'm not sure if you're serious, but I'm pretty sure that's a joke.",evening,August,neutral,0.8933632969856262,negative,0.681525707244873
2012-08-30 20:40:52+00:00,0,0,2,Gremlin Social,hollyhood  truereligionp  ft youngthugworld & skypadwar by archivent via soundcloud ,"I'm not sure if you're serious or not, but I'm going to upvote you anyway.",evening,August,neutral,0.871652364730835,neutral,0.47352126240730286
2012-08-30 20:34:49+00:00,0,0,1,Gremlin Social,ayyyyeee man salute the djs man any dj that needs my music hit me up so i can send it to you.  404 804 5579,"I'm a DJ, I'll send you a PM.",evening,August,positive,0.9601641893386841,neutral,0.8524944186210632
2012-08-30 20:23:44+00:00,0,0,0,Gremlin Social,young thug  youngthugworld icfn2 keepgoing ft  therealcashout  cah out  via archivent,"I'm not sure if you're serious or not, but I'm going to upvote you anyway.",evening,August,neutral,0.8711560964584351,neutral,0.47352126240730286
2012-08-30 19:25:41+00:00,2,0,0,TweetDeck,rt youngthugworld dancn 2 keep going by young thug  via youtube she popitfathug,"I'm not sure if you're serious or not, but I'm going to upvote you just to be sure.",evening,August,neutral,0.7734642624855042,neutral,0.6326319575309753
2012-08-30 19:25:22+00:00,0,1,3,TweetDeck,therealtuzey djga912 prekiate the support,"I'm not sure if you're serious or not, but I'm going to upvote you anyway.",evening,August,positive,0.7669529914855957,neutral,0.47352126240730286
2012-08-30 19:18:46+00:00,0,0,1,Gremlin Social,mixtape youngthugworld  i came from nothing 3  get it live  livemixtapes swampizzo,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",evening,August,neutral,0.8224883675575256,negative,0.6291768550872803
2012-08-30 19:12:51+00:00,0,0,2,Gremlin Social,for booking contact 404 804 5579 archivent email archivebookinggmail.com,"Thanks, I'll try that.",evening,August,neutral,0.8866704106330872,positive,0.8103771805763245
2012-08-30 19:06:49+00:00,0,1,0,TweetDeck,therealtuzey what bity he in,I think he's in the wrong place.,evening,August,neutral,0.9307771921157837,negative,0.7896599769592285
2012-08-30 18:50:50+00:00,0,0,2,Gremlin Social,mixtape youngthugworld  i came from nothing 3  get it live  livemixtapes archivent bobbyexpress,"I'm not sure if you're serious, but I'm pretty sure that's a joke.",evening,August,neutral,0.8210827708244324,negative,0.681525707244873
2012-08-30 18:48:42+00:00,0,1,3,Gremlin Social,you gotta salute the djs they take the time to spin our musik in the mix. musik101,"I'm not a DJ, but I'll take your word for it.",evening,August,positive,0.7713610529899597,neutral,0.7668672204017639
2012-08-30 18:34:47+00:00,0,0,0,Gremlin Social,booking call archivent 404 804 5579 email your information to archivebookinggmail.com,Thanks! I'll try that.,evening,August,neutral,0.8669118881225586,positive,0.8649501204490662
2012-08-30 18:29:43+00:00,0,0,1,Gremlin Social,request keep goin on your local radio stations.,I'm not sure if I should be offended or not.,evening,August,neutral,0.733742892742157,negative,0.6600649356842041
2012-08-30 17:45:57+00:00,1,1,4,Gremlin Social,mixtape youngthugworld  i came from nothing  get it live  indytapes swampizzo,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",evening,August,neutral,0.8477389216423035,negative,0.6291768550872803
2012-08-30 16:51:43+00:00,0,0,2,Echofon,slash dat koo rt bridgetdoe my flow right now youngthugworld  ,"I'm not sure if you're serious or not, but I'm going to upvote you anyway.",afternoon,August,neutral,0.836861789226532,neutral,0.47352126240730286
2012-08-30 16:50:15+00:00,0,0,0,Echofon,iamlingpao44 happy birthday in advance,Happy birthday!,afternoon,August,positive,0.9786226749420166,positive,0.9789436459541321
2012-08-30 16:47:49+00:00,0,0,5,Gremlin Social,congrats dj swamp izzo & young thug i came from nothing 2 5 on mtv top 5 mixtapes of the year ,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",afternoon,August,positive,0.9664229154586792,negative,0.6291768550872803
2012-08-30 16:40:48+00:00,0,0,0,Gremlin Social,mixtape youngthugworld  i came from nothing 2  get it live  indytapes swampizzo,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",afternoon,August,neutral,0.8434622287750244,negative,0.6291768550872803
2012-08-30 16:32:44+00:00,1,2,2,Gremlin Social,mixtape youngthugworld  i came from nothing 3  get it live  livemixtapes swampizzo,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",afternoon,August,neutral,0.8224883675575256,negative,0.6291768550872803
2012-08-30 16:31:01+00:00,0,0,1,Gremlin Social,salute the label subscribe today. gtgtgt ,I'm in!,afternoon,August,positive,0.5100563764572144,positive,0.8281314373016357
2012-08-30 16:28:43+00:00,0,0,2,Gremlin Social,young thug  admit ft. skypadwar & kosher studio performance  via archivent,"I'm not sure if you're serious, but I'm pretty sure that's a joke.",afternoon,August,neutral,0.9156266450881958,negative,0.681525707244873
2012-08-30 16:14:13+00:00,0,0,7,Echofon,who getting them all whites before labor day,I'm getting them all whites.,afternoon,August,neutral,0.8908978700637817,neutral,0.7191480994224548
2012-08-30 16:13:28+00:00,0,2,2,Echofon,fr rt finessedoll geeked up right now but i can change ya life youngthugworld,"I'm not sure if you're serious or not, but I'm going to upvote you anyway.",afternoon,August,positive,0.542601466178894,neutral,0.47352126240730286
2012-08-30 15:02:36+00:00,0,0,3,TweetCaster for iOS,"sun, 9212  booz & shrimp  rooftop of the mattress factory lofts, 300 mlk dr. downtown atl from 5pm 9pm boozthebarber rt","I'm not sure if I'm going to be able to make it to that one, but I'll keep it in mind.",afternoon,August,neutral,0.9227488040924072,negative,0.558246910572052
2012-08-30 13:07:42+00:00,0,0,0,Gremlin Social,1future  tony montana remix ft. young thug & drake  via youtube,"I'm not a fan of the future remix, but I do like the other two.",afternoon,August,neutral,0.8853015899658203,neutral,0.6208409667015076
2012-08-30 12:31:43+00:00,0,0,5,Gremlin Social,congrats dj swamp izzo & young thug i came from nothing 2 5 on mtv top 5 mixtapes of the year  via archivent,"I'm a big fan of your work, man.",afternoon,August,positive,0.9646222591400146,positive,0.9850271940231323
2012-08-30 05:30:47+00:00,1,0,1,Gremlin Social,for booking for shows contact 404 804 5579 or send detailed information to archivebookinggmail.com,"Thanks, I'll try that.",early morning,August,neutral,0.8793342709541321,positive,0.8103771805763245
2012-08-30 03:57:30+00:00,0,0,3,Gremlin Social,ayyyyeee man salute the djs man any dj that needs my music hit me up so i can send it to you.  404 804 5579,"I'm a DJ, I'll send you a PM.",night,August,positive,0.9601641893386841,neutral,0.8524944186210632
2012-08-30 03:30:30+00:00,0,0,1,TweetCaster for iOS,"sun, 9212  booz & shrimp   rooftop of the mattress factory lofts, 300 mlk dr. downtown atl from 5pm 9pmboozthebarber rt","I'm not sure if I'm going to be able to make it, but I'll definitely check it out.",night,August,neutral,0.8992370367050171,neutral,0.5790702104568481
2012-08-30 01:56:28+00:00,0,0,4,Gremlin Social,young thug  youngthugworld  my life ft rocko4real & playa  via archivent,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",night,August,neutral,0.88409423828125,negative,0.6291768550872803
2012-08-30 00:58:27+00:00,25,5,11,Gremlin Social,young thug achieve ft. teezie dolla official video  via youtube,"I'm not sure if you're serious, but I'm pretty sure that's a joke.",night,August,neutral,0.8874688744544983,negative,0.681525707244873
2012-08-29 23:50:21+00:00,24,8,20,Twitter for iPhone,hey twitter,I'm not twitter,night,August,positive,0.8815376162528992,neutral,0.7214107513427734
2012-08-29 22:55:29+00:00,1,0,1,Gremlin Social,young thug achieve ft. teezie dolla official video  via archivent,"I'm not sure if you're serious, but I'm pretty sure that's a joke.",night,August,neutral,0.8959452509880066,negative,0.681525707244873
2012-08-29 22:49:29+00:00,0,0,2,Gremlin Social,mixtape youngthugworld  i came from nothing 3  get it live  livemixtapes archivent bobbyexpress,"I'm not sure if you're serious, but I'm pretty sure that's a joke.",night,August,neutral,0.8210827708244324,negative,0.681525707244873
2012-08-29 22:46:28+00:00,0,0,0,Gremlin Social,check me out on reverbnation.   ,I will!,night,August,neutral,0.7476646900177002,positive,0.7635334730148315
2012-08-29 22:33:30+00:00,0,0,3,Gremlin Social,new artist yt aka young thug on the rise to success audio  via freddyo,"I'm not sure if you're serious, but I'm pretty sure that's not the same artist.",night,August,positive,0.6612004637718201,negative,0.5816905498504639
2012-08-29 22:07:12+00:00,0,0,0,TweetDeck,johnboy call 404 804 5579,"I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but I'm not sure if you're serious, but...",night,August,neutral,0.8914235830307007,negative,0.5227521061897278
2012-08-29 21:24:41+00:00,0,0,2,Echofon,mixtape youngthugworld  i came from nothing 2  get it live  indytapes swampizzo hottest mixtape of 2012,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",night,August,positive,0.5986981987953186,negative,0.6291768550872803
2012-08-29 21:20:35+00:00,0,0,0,Echofon,djbran you got the new tape in your deck,I'm not sure what you mean by that.,night,August,neutral,0.9255069494247437,negative,0.5548035502433777
2012-08-29 21:17:52+00:00,0,0,0,Echofon,johnboy what u got,"I have a few things, what do you have?",night,August,neutral,0.9273077845573425,neutral,0.8887251019477844
2012-08-29 21:08:49+00:00,0,0,0,Echofon,johnboy what it do johnboy,"I'm not johnboy, I'm johnboy",night,August,neutral,0.8807470202445984,neutral,0.6000237464904785
2012-08-29 21:03:03+00:00,1,5,1,Echofon,send beats to youngthugworldgmail.com,I'll send you a PM,night,August,neutral,0.78806471824646,neutral,0.8233847618103027
2012-08-29 20:50:32+00:00,0,0,3,Gremlin Social,young thug achieve ft. teezie dolla official video  via archivent,"I'm not sure if you're serious, but I'm pretty sure that's a joke.",evening,August,neutral,0.8933632969856262,negative,0.681525707244873
2012-08-29 20:40:32+00:00,0,0,1,Gremlin Social,hollyhood  truereligionp  ft youngthugworld & skypadwar by archivent via soundcloud ,"I'm not sure if you're serious or not, but I'm going to upvote you anyway.",evening,August,neutral,0.871652364730835,neutral,0.47352126240730286
2012-08-29 20:23:25+00:00,0,0,5,Gremlin Social,young thug  youngthugworld icfn2 keepgoing ft  therealcashout  cah out  via archivent,"I'm not sure if you're serious or not, but I'm going to upvote you anyway.",evening,August,neutral,0.8711560964584351,neutral,0.47352126240730286
2012-08-29 19:18:27+00:00,0,0,4,Gremlin Social,mixtape youngthugworld  i came from nothing 3  get it live  livemixtapes swampizzo,"I'm not sure if you're serious or not, but I'm pretty sure that's a joke.",evening,August,neutral,0.8224883675575256,negative,0.6291768550872803
2012-08-29 19:12:29+00:00,0,0,0,Gremlin Social,for booking contact 404 804 5579 archivent email archivebookinggmail.com,"Thanks, I'll try that.",evening,August,neutral,0.8866704106330872,positive,0.8103771805763245
2012-08-29 18:50:28+00:00,0,0,0,Gremlin Social,mixtape youngthugworld  i came from nothing 3  get it live  livemixtapes archivent bobbyexpress,"I'm not sure if you're serious, but I'm pretty sure that's a joke.",evening,August,neutral,0.8210827708244324,negative,0.681525707244873
2012-08-29 18:48:23+00:00,0,1,3,Gremlin Social,you gotta salute the djs they take the time to spin our musik in the mix. musik101,"I'm not a DJ, but I'll take your word for it.",evening,August,positive,0.7713610529899597,neutral,0.7668672204017639
2012-08-29 18:34:28+00:00,0,0,1,Gremlin Social,booking call archivent 404 804 5579 email your information to archivebookinggmail.com,Thanks! I'll try that.,evening,August,neutral,0.8669118881225586,positive,0.8649501204490662
